trip_id,start_time,end_time,headway_secs,exact_times
L007I01S2SAB,18:12:00,18:50:00,2280,1
L007I01S2SAB,18:50:00,19:09:00,1140,1
L007I01S2SAB,19:09:00,19:47:00,2280,1
L007I01S2SAB,19:47:00,20:06:00,1140,1
L007I01S2SAB,20:06:00,20:44:00,2280,1
L007I01S2SAB,20:44:00,21:00:00,960,1
L007I01S2SAB,21:00:00,21:20:00,1200,1
L007I01S2SAB,21:20:00,21:56:00,2160,1
L007I01S2SAB,21:56:00,22:20:00,1440,1
L007I01S2SAB,22:20:00,22:50:00,1800,1
L007I01S2SAB,22:50:00,23:30:00,2400,1
L007I02S1SAB,06:35:00,10:50:00,3816,1
L007I02S1SAB,10:50:00,11:38:00,2880,1
L007I02S1SAB,11:38:00,12:42:00,3840,1
L007I02S1SAB,12:42:00,13:50:00,4080,1
L007I02S1SAB,13:50:00,14:49:00,3540,1
L007I02S1SAB,14:49:00,19:34:00,3420,1
L007I02S1SAB,19:34:00,20:50:00,4560,1
L007I02S2SAB,07:25:00,11:40:00,3816,1
L007I02S2SAB,11:40:00,12:28:00,2880,1
L007I02S2SAB,12:28:00,13:32:00,3840,1
L007I02S2SAB,13:32:00,14:40:00,4080,1
L007I02S2SAB,14:40:00,15:40:00,3600,1
L007I02S2SAB,15:40:00,20:25:00,3420,1
L007I02S2SAB,20:25:00,21:38:00,4380,1
L008I01S1SAB,06:00:00,07:30:00,900,1
L008I01S1SAB,07:30:00,20:30:00,720,1
L008I01S1SAB,20:30:00,21:30:00,1200,1
L008I01S1SAB,21:30:00,22:30:00,1800,1
L008I01S2SAB,05:40:00,06:00:00,1200,1
L008I01S2SAB,06:00:00,07:00:00,900,1
L008I01S2SAB,07:00:00,20:00:00,720,1
L008I01S2SAB,20:00:00,20:30:00,900,1
L008I01S2SAB,20:30:00,21:00:00,1800,1
L008I01S2SAB,21:00:00,21:35:00,2100,1
L008I01S2SAB,21:35:00,22:00:00,1500,1
L009I04S1SAB,07:30:00,20:30:00,3600,1
L009I04S2SAB,07:05:00,08:00:00,3300,1
L009I04S2SAB,08:00:00,21:00:00,3600,1
L010I01S1SAB,06:00:00,06:44:00,1320,1
L010I01S1SAB,06:44:00,07:10:00,1560,1
L010I01S1SAB,07:10:00,20:00:00,1320,1
L010I01S1SAB,20:00:00,21:00:00,1200,1
L010I01S1SAB,21:00:00,21:30:00,1800,1
L010I01S1SAB,21:30:00,22:05:00,2100,1
L010I01S2SAB,06:05:00,06:40:00,2100,1
L010I01S2SAB,06:40:00,07:20:00,1200,1
L010I01S2SAB,07:20:00,20:33:00,1321,1
L010I01S2SAB,20:33:00,21:00:00,1620,1
L010I01S2SAB,21:00:00,21:30:00,1800,1
L010I01S2SAB,21:30:00,22:10:00,2400,1
L011I01S1SAB,06:35:00,07:40:00,3900,1
L011I01S1SAB,07:40:00,14:20:00,2400,1
L011I01S1SAB,14:20:00,21:00:00,4800,1
L011I01S2SAB,07:10:00,07:40:00,1800,1
L011I01S2SAB,07:40:00,15:00:00,2400,1
L011I01S2SAB,15:00:00,21:40:00,4800,1
L012I01S1SAB,06:30:00,07:05:00,2100,1
L012I01S1SAB,07:05:00,20:25:00,1500,1
L012I01S1SAB,20:25:00,20:55:00,1800,1
L012I01S1SAB,20:55:00,22:40:00,2100,1
L012I01S1SAB,22:40:00,23:10:00,1800,1
L012I01S2SAB,06:30:00,07:00:00,1800,1
L012I01S2SAB,07:00:00,07:20:00,1200,1
L012I01S2SAB,07:20:00,20:40:00,1500,1
L012I01S2SAB,20:40:00,21:00:00,1200,1
L012I01S2SAB,21:00:00,21:30:00,1800,1
L012I01S2SAB,21:30:00,22:40:00,2100,1
L012I01S2SAB,22:40:00,23:10:00,1800,1
L014I01S1SAB,07:00:00,07:20:00,1200,1
L014I01S1SAB,07:20:00,08:00:00,2400,1
L014I01S1SAB,08:00:00,08:20:00,1200,1
L014I01S1SAB,08:20:00,09:00:00,2400,1
L014I01S1SAB,09:00:00,09:20:00,1200,1
L014I01S1SAB,09:20:00,10:00:00,2400,1
L014I01S1SAB,10:00:00,10:20:00,1200,1
L014I01S1SAB,10:20:00,11:00:00,2400,1
L014I01S1SAB,11:00:00,11:20:00,1200,1
L014I01S1SAB,11:20:00,12:00:00,2400,1
L014I01S1SAB,12:00:00,12:20:00,1200,1
L014I01S1SAB,12:20:00,13:00:00,2400,1
L014I01S1SAB,13:00:00,13:20:00,1200,1
L014I01S1SAB,13:20:00,14:00:00,2400,1
L014I01S1SAB,14:00:00,14:20:00,1200,1
L014I01S1SAB,14:20:00,15:00:00,2400,1
L014I01S1SAB,15:00:00,15:20:00,1200,1
L014I01S1SAB,15:20:00,16:00:00,2400,1
L014I01S1SAB,16:00:00,16:20:00,1200,1
L014I01S1SAB,16:20:00,17:00:00,2400,1
L014I01S1SAB,17:00:00,17:20:00,1200,1
L014I01S1SAB,17:20:00,18:00:00,2400,1
L014I01S1SAB,18:00:00,18:20:00,1200,1
L014I01S1SAB,18:20:00,19:00:00,2400,1
L014I01S1SAB,19:00:00,19:20:00,1200,1
L014I01S1SAB,19:20:00,20:00:00,2400,1
L014I01S1SAB,20:00:00,20:20:00,1200,1
L014I01S1SAB,20:20:00,21:00:00,2400,1
L014I01S1SAB,21:00:00,22:00:00,1800,1
L014I01S1SAB,22:00:00,23:20:00,2400,1
L014I01S2SAB,06:25:00,07:05:00,1200,1
L014I01S2SAB,07:05:00,07:45:00,2400,1
L014I01S2SAB,07:45:00,08:10:00,1500,1
L014I01S2SAB,08:10:00,08:45:00,2100,1
L014I01S2SAB,08:45:00,09:10:00,1500,1
L014I01S2SAB,09:10:00,09:50:00,2400,1
L014I01S2SAB,09:50:00,10:10:00,1200,1
L014I01S2SAB,10:10:00,10:50:00,2400,1
L014I01S2SAB,10:50:00,11:10:00,1200,1
L014I01S2SAB,11:10:00,11:50:00,2400,1
L014I01S2SAB,11:50:00,12:10:00,1200,1
L014I01S2SAB,12:10:00,12:50:00,2400,1
L014I01S2SAB,12:50:00,13:10:00,1200,1
L014I01S2SAB,13:10:00,13:50:00,2400,1
L014I01S2SAB,13:50:00,14:10:00,1200,1
L014I01S2SAB,14:10:00,14:50:00,2400,1
L014I01S2SAB,14:50:00,15:10:00,1200,1
L014I01S2SAB,15:10:00,15:50:00,2400,1
L014I01S2SAB,15:50:00,16:10:00,1200,1
L014I01S2SAB,16:10:00,16:50:00,2400,1
L014I01S2SAB,16:50:00,17:10:00,1200,1
L014I01S2SAB,17:10:00,17:50:00,2400,1
L014I01S2SAB,17:50:00,18:10:00,1200,1
L014I01S2SAB,18:10:00,18:50:00,2400,1
L014I01S2SAB,18:50:00,19:10:00,1200,1
L014I01S2SAB,19:10:00,19:50:00,2400,1
L014I01S2SAB,19:50:00,20:10:00,1200,1
L014I01S2SAB,20:10:00,20:50:00,2400,1
L014I01S2SAB,20:50:00,21:10:00,1200,1
L014I01S2SAB,21:10:00,21:50:00,2400,1
L014I01S2SAB,21:50:00,22:25:00,2100,1
L014I02S1SAB,06:50:00,07:40:00,3000,1
L014I02S1SAB,07:40:00,20:40:00,3600,1
L014I02S2SAB,07:25:00,08:30:00,3900,1
L014I02S2SAB,08:30:00,21:30:00,3600,1
L015I01S1SAB,06:05:00,06:50:00,900,1
L015I01S1SAB,06:50:00,07:03:00,780,1
L015I01S1SAB,07:03:00,19:50:00,613,1
L015I01S1SAB,19:50:00,20:38:00,720,1
L015I01S1SAB,20:38:00,21:30:00,1040,1
L015I01S1SAB,21:30:00,25:15:00,1500,1
L015I01S2SAB,05:50:00,06:50:00,900,1
L015I01S2SAB,06:50:00,19:30:00,608,1
L015I01S2SAB,19:30:00,20:55:00,728,1
L015I01S2SAB,20:55:00,21:55:00,1200,1
L015I01S2SAB,21:55:00,25:15:00,1500,1
L016I01S1SAB,06:30:00,20:30:00,900,1
L016I01S1SAB,20:30:00,23:00:00,1800,1
L016I01S1SAB,23:00:00,24:00:00,3600,1
L016I01S2SAB,06:23:00,06:58:00,2100,1
L016I01S2SAB,06:58:00,07:15:00,1020,1
L016I01S2SAB,07:15:00,20:45:00,900,1
L016I01S2SAB,20:45:00,23:15:00,1800,1
L018I01S1SAB,07:00:00,20:00:00,3600,1
L018I01S2SAB,06:30:00,20:30:00,3600,1
L020I01S1SAB,06:40:00,20:40:00,2100,1
L020I01S1SAB,20:40:00,21:40:00,1800,1
L020I01S1SAB,21:40:00,22:15:00,2100,1
L020I01S2SAB,07:30:00,21:30:00,2100,1
L020I01S2SAB,21:30:00,22:30:00,3600,1
L021I01S1SAB,07:00:00,21:00:00,1800,1
L021I01S1SAB,21:00:00,22:10:00,4200,1
L021I01S2SAB,07:00:00,21:30:00,1800,1
L023I01S1SAB,06:00:00,21:00:00,1926,1
L023I01S2SAB,06:45:00,07:20:00,2100,1
L023I01S2SAB,07:20:00,20:10:00,1922,1
L023I02S1SAB,06:50:00,20:50:00,7200,1
L023I02S2SAB,07:50:00,19:50:00,7200,1
L024I01S1SAB,07:50:00,08:15:00,1500,1
L024I01S1SAB,08:15:00,08:50:00,2100,1
L024I01S1SAB,08:50:00,09:30:00,2400,1
L024I01S1SAB,09:30:00,10:30:00,1800,1
L024I01S1SAB,10:30:00,11:10:00,2400,1
L024I01S1SAB,11:10:00,12:10:00,1800,1
L024I01S1SAB,12:10:00,12:50:00,2400,1
L024I01S1SAB,12:50:00,13:50:00,1800,1
L024I01S2SAB,07:00:00,08:00:00,1800,1
L024I01S2SAB,08:00:00,08:40:00,2400,1
L024I01S2SAB,08:40:00,09:40:00,1800,1
L024I01S2SAB,09:40:00,10:20:00,2400,1
L024I01S2SAB,10:20:00,11:20:00,1800,1
L024I01S2SAB,11:20:00,12:00:00,2400,1
L024I01S2SAB,12:00:00,13:00:00,1800,1
L025I01S1SAB,06:35:00,20:55:00,1200,1
L025I01S2SAB,07:05:00,20:25:00,1200,1
L028I01S1SAB,07:00:00,20:00:00,3600,1
L028I02S1SAB,07:30:00,20:30:00,3600,1
L029I01S1SAB,06:00:00,06:34:00,2040,1
L029I01S1SAB,06:34:00,07:02:00,1680,1
L029I01S1SAB,07:02:00,20:04:00,2040,1
L029I01S1SAB,20:04:00,22:20:00,4080,1
L029I02S1SAB,06:17:00,20:27:00,2040,1
L029I02S1SAB,20:27:00,21:35:00,4080,1
L029I02S1SAB,21:35:00,22:40:00,3900,1
L030I01S1SAB,07:30:00,07:55:00,1500,1
L030I01S1SAB,07:55:00,08:15:00,1200,1
L030I01S1SAB,08:15:00,14:30:00,1500,1
L030I01S1SAB,14:30:00,22:05:00,2100,1
L030I01S2SAB,07:00:00,07:40:00,1200,1
L030I01S2SAB,07:40:00,08:30:00,1500,1
L030I01S2SAB,08:30:00,08:50:00,1200,1
L030I01S2SAB,08:50:00,13:25:00,1500,1
L030I01S2SAB,13:25:00,14:25:00,1800,1
L030I01S2SAB,14:25:00,15:05:00,2400,1
L030I01S2SAB,15:05:00,21:30:00,2100,1
L031I01S1SAB,07:10:00,21:10:00,4200,1
L031I01S2SAB,07:10:00,21:10:00,4200,1
L033I01S1SAB,07:00:00,21:10:00,1500,1
L033I01S1SAB,21:10:00,21:40:00,1800,1
L033I01S2SAB,07:25:00,21:10:00,1500,1
L033I01S2SAB,21:10:00,22:10:00,1800,1
L034I01S1SAB,08:05:00,20:55:00,4200,1
L034I01S1SAB,20:55:00,22:10:00,4500,1
L034I01S2SAB,07:30:00,21:30:00,4200,1
L046I01S1SAB,06:50:00,07:40:00,1500,1
L046I01S1SAB,07:40:00,20:44:00,1680,1
L046I01S1SAB,20:44:00,21:15:00,1860,1
L046I01S1SAB,21:15:00,22:15:00,3600,1
L046I01S1SAB,22:15:00,23:40:00,5100,1
L046I01S2SAB,06:20:00,06:44:00,1440,1
L046I01S2SAB,06:44:00,07:06:00,1320,1
L046I01S2SAB,07:06:00,07:30:00,1440,1
L046I01S2SAB,07:30:00,21:30:00,1680,1
L046I01S2SAB,21:30:00,22:00:00,1800,1
L046I01S2SAB,22:00:00,23:05:00,3900,1
L046I02S1SAB,06:30:00,21:26:00,1680,1
L046I02S1SAB,21:26:00,21:50:00,1440,1
L046I02S1SAB,21:50:00,23:10:00,4800,1
L046I02S2SAB,06:36:00,21:05:00,1683,1
L046I02S2SAB,21:05:00,22:00:00,3300,1
L046I02S2SAB,22:00:00,22:25:00,1500,1
L046I02S2SAB,22:25:00,23:45:00,4800,1
L001I01S1FES,06:00:00,06:15:00,900,1
L001I01S1FES,06:15:00,06:35:00,1200,1
L001I01S1FES,06:35:00,06:57:00,1320,1
L001I01S1FES,06:57:00,19:19:00,989,1
L001I01S1FES,19:19:00,19:55:00,1080,1
L001I01S1FES,19:55:00,21:15:00,1200,1
L001I01S1FES,21:15:00,24:15:00,1800,1
L001I01S1FES,24:15:00,25:10:00,3300,1
L001I01S2FES,05:30:00,05:55:00,1500,1
L001I01S2FES,05:55:00,06:35:00,1200,1
L001I01S2FES,06:35:00,18:42:00,991,1
L001I01S2FES,18:42:00,19:00:00,1080,1
L001I01S2FES,19:00:00,21:00:00,1200,1
L001I01S2FES,21:00:00,25:00:00,1800,1
L003I01S1FES,05:45:00,06:00:00,900,1
L003I01S1FES,06:00:00,07:00:00,1200,1
L003I01S1FES,07:00:00,07:45:00,900,1
L003I01S1FES,07:45:00,19:16:00,647,1
L003I01S1FES,19:16:00,20:06:00,750,1
L003I01S1FES,20:06:00,21:20:00,888,1
L003I01S1FES,21:20:00,22:40:00,1200,1
L003I01S1FES,22:40:00,23:30:00,1500,1
L003I01S1FES,23:30:00,24:05:00,2100,1
L003I01S1FES,24:05:00,24:35:00,1800,1
L003I01S2FES,06:50:00,08:35:00,900,1
L003I01S2FES,08:35:00,17:13:00,661,1
L003I01S2FES,17:13:00,19:54:00,603,1
L003I01S2FES,19:54:00,20:06:00,720,1
L003I01S2FES,20:06:00,21:20:00,888,1
L003I01S2FES,21:20:00,23:00:00,1200,1
L003I01S2FES,23:00:00,23:30:00,1800,1
L003I01S2FES,23:30:00,24:05:00,2100,1
L003I01S2FES,24:05:00,24:35:00,1800,1
L005I01S1FES,06:05:00,07:05:00,1800,1
L005I01S1FES,07:05:00,07:30:00,1500,1
L005I01S1FES,07:30:00,08:10:00,1200,1
L005I01S1FES,08:10:00,09:00:00,1500,1
L005I01S1FES,09:00:00,09:40:00,1200,1
L005I01S1FES,09:40:00,10:30:00,1500,1
L005I01S1FES,10:30:00,11:10:00,1200,1
L005I01S1FES,11:10:00,12:00:00,1500,1
L005I01S1FES,12:00:00,12:40:00,1200,1
L005I01S1FES,12:40:00,13:30:00,1500,1
L005I01S1FES,13:30:00,14:10:00,1200,1
L005I01S1FES,14:10:00,15:00:00,1500,1
L005I01S1FES,15:00:00,15:40:00,1200,1
L005I01S1FES,15:40:00,16:30:00,1500,1
L005I01S1FES,16:30:00,17:10:00,1200,1
L005I01S1FES,17:10:00,18:00:00,1500,1
L005I01S1FES,18:00:00,18:40:00,1200,1
L005I01S1FES,18:40:00,19:30:00,1500,1
L005I01S1FES,19:30:00,20:10:00,1200,1
L005I01S1FES,20:10:00,21:00:00,1500,1
L005I01S1FES,21:00:00,21:20:00,1200,1
L005I01S1FES,21:20:00,21:55:00,2100,1
L005I01S1FES,21:55:00,22:25:00,1800,1
L005I01S1FES,22:25:00,23:00:00,2100,1
L005I01S2FES,06:45:00,07:10:00,1500,1
L005I01S2FES,07:10:00,07:30:00,1200,1
L005I01S2FES,07:30:00,08:20:00,1500,1
L005I01S2FES,08:20:00,09:00:00,1200,1
L005I01S2FES,09:00:00,09:50:00,1500,1
L005I01S2FES,09:50:00,10:30:00,1200,1
L005I01S2FES,10:30:00,11:20:00,1500,1
L005I01S2FES,11:20:00,12:00:00,1200,1
L005I01S2FES,12:00:00,12:50:00,1500,1
L005I01S2FES,12:50:00,13:30:00,1200,1
L005I01S2FES,13:30:00,14:20:00,1500,1
L005I01S2FES,14:20:00,15:00:00,1200,1
L005I01S2FES,15:00:00,15:50:00,1500,1
L005I01S2FES,15:50:00,16:30:00,1200,1
L005I01S2FES,16:30:00,17:20:00,1500,1
L005I01S2FES,17:20:00,18:00:00,1200,1
L005I01S2FES,18:00:00,18:50:00,1500,1
L005I01S2FES,18:50:00,19:30:00,1200,1
L005I01S2FES,19:30:00,20:20:00,1500,1
L005I01S2FES,20:20:00,21:20:00,1200,1
L005I01S2FES,21:20:00,22:30:00,2100,1
L005I01S2FES,22:30:00,23:00:00,1800,1
L007I01S1FES,06:20:00,07:15:00,3300,1
L007I01S1FES,07:15:00,21:15:00,3600,1
L007I01S1FES,21:15:00,21:40:00,1500,1
L007I01S1FES,21:40:00,22:10:00,1800,1
L007I01S1FES,22:10:00,23:00:00,3000,1
L007I01S2FES,07:00:00,21:00:00,3600,1
L007I01S2FES,21:00:00,22:20:00,4800,1
L007I01S2FES,22:20:00,23:00:00,2400,1
L007I02S1FES,06:50:00,07:45:00,3300,1
L007I02S1FES,07:45:00,20:45:00,3600,1
L007I02S2FES,07:30:00,21:30:00,3600,1
L008I01S1FES,06:00:00,06:40:00,2400,1
L008I01S1FES,06:40:00,07:30:00,3000,1
L008I01S1FES,07:30:00,20:30:00,1200,1
L008I01S1FES,20:30:00,22:30:00,1800,1
L008I01S2FES,05:40:00,07:00:00,2400,1
L008I01S2FES,07:00:00,20:40:00,1200,1
L008I01S2FES,20:40:00,21:30:00,3000,1
L008I01S2FES,21:30:00,22:00:00,1800,1
L009I04S1FES,07:30:00,20:30:00,3600,1
L009I04S2FES,07:05:00,08:00:00,3300,1
L009I04S2FES,08:00:00,21:00:00,3600,1
L010I01S1FES,07:00:00,22:00:00,1800,1
L010I01S2FES,07:00:00,22:00:00,1800,1
L011I01S1FES,06:35:00,07:40:00,3900,1
L011I01S1FES,07:40:00,21:00:00,4800,1
L011I01S2FES,07:10:00,08:20:00,4200,1
L011I01S2FES,08:20:00,21:40:00,4800,1
L012I01S1FES,07:00:00,21:00:00,2100,1
L012I01S1FES,21:00:00,23:00:00,1800,1
L012I01S2FES,06:30:00,07:00:00,1800,1
L012I01S2FES,07:00:00,21:00:00,2100,1
L012I01S2FES,21:00:00,23:00:00,1800,1
L014I03S1FES,07:40:00,08:00:00,1200,1
L014I03S1FES,08:00:00,09:00:00,3600,1
L014I03S1FES,09:00:00,10:30:00,5400,1
L014I03S1FES,10:30:00,12:00:00,1800,1
L014I03S1FES,12:00:00,13:30:00,5400,1
L014I03S1FES,13:30:00,18:30:00,1800,1
L014I03S1FES,18:30:00,19:30:00,3600,1
L014I03S1FES,19:30:00,20:00:00,1800,1
L014I03S1FES,20:00:00,21:00:00,3600,1
L014I03S1FES,21:00:00,22:00:00,1800,1
L014I03S2FES,07:00:00,08:20:00,4800,1
L014I03S2FES,08:20:00,08:45:00,1500,1
L014I03S2FES,08:45:00,09:45:00,3600,1
L014I03S2FES,09:45:00,11:15:00,5400,1
L014I03S2FES,11:15:00,12:45:00,1800,1
L014I03S2FES,12:45:00,14:15:00,5400,1
L014I03S2FES,14:15:00,19:15:00,1800,1
L014I03S2FES,19:15:00,20:15:00,3600,1
L014I03S2FES,20:15:00,20:45:00,1800,1
L014I03S2FES,20:45:00,21:45:00,3600,1
L014I03S2FES,21:45:00,22:05:00,1200,1
L014I04S1FES,08:30:00,10:00:00,5400,1
L014I04S1FES,10:00:00,13:00:00,10800,1
L014I04S1FES,13:00:00,20:30:00,27000,1
L014I04S2FES,09:15:00,10:45:00,5400,1
L014I04S2FES,10:45:00,13:45:00,10800,1
L014I04S2FES,13:45:00,21:15:00,27000,1
L014I05S1FES,07:00:00,09:30:00,9000,1
L014I05S1FES,09:30:00,12:30:00,10800,1
L014I05S1FES,12:30:00,19:00:00,23400,1
L014I05S2FES,07:40:00,10:15:00,9300,1
L014I05S2FES,10:15:00,13:15:00,10800,1
L014I05S2FES,13:15:00,19:45:00,23400,1
L015I01S1FES,06:05:00,06:50:00,900,1
L015I01S1FES,06:50:00,20:38:00,720,1
L015I01S1FES,20:38:00,21:30:00,1040,1
L015I01S1FES,21:30:00,25:15:00,1500,1
L015I01S2FES,05:50:00,06:50:00,900,1
L015I01S2FES,06:50:00,20:26:00,720,1
L015I01S2FES,20:26:00,20:55:00,870,1
L015I01S2FES,20:55:00,21:55:00,1200,1
L015I01S2FES,21:55:00,25:15:00,1500,1
L016I01S1FES,07:15:00,21:15:00,1800,1
L016I01S2FES,07:30:00,21:30:00,1800,1
L018I01S1FES,07:00:00,13:00:00,3600,1
L018I01S2FES,06:30:00,13:30:00,3600,1
L020I01S1FES,06:50:00,07:25:00,2100,1
L020I01S1FES,07:25:00,07:55:00,1800,1
L020I01S1FES,07:55:00,08:20:00,1500,1
L020I01S1FES,08:20:00,14:45:00,2100,1
L020I01S1FES,14:45:00,15:15:00,1800,1
L020I01S1FES,15:15:00,16:25:00,2100,1
L020I01S1FES,16:25:00,16:55:00,1800,1
L020I01S1FES,16:55:00,18:05:00,2100,1
L020I01S1FES,18:05:00,18:35:00,1800,1
L020I01S1FES,18:35:00,19:45:00,2100,1
L020I01S1FES,19:45:00,20:15:00,1800,1
L020I01S1FES,20:15:00,21:25:00,2100,1
L020I01S1FES,21:25:00,21:55:00,1800,1
L020I01S2FES,07:30:00,08:40:00,2100,1
L020I01S2FES,08:40:00,09:10:00,1800,1
L020I01S2FES,09:10:00,15:35:00,2100,1
L020I01S2FES,15:35:00,16:05:00,1800,1
L020I01S2FES,16:05:00,17:15:00,2100,1
L020I01S2FES,17:15:00,17:45:00,1800,1
L020I01S2FES,17:45:00,18:55:00,2100,1
L020I01S2FES,18:55:00,19:25:00,1800,1
L020I01S2FES,19:25:00,20:35:00,2100,1
L020I01S2FES,20:35:00,21:05:00,1800,1
L020I01S2FES,21:05:00,22:15:00,2100,1
L021I01S1FES,07:00:00,21:00:00,1800,1
L021I01S1FES,21:00:00,22:10:00,4200,1
L021I01S2FES,07:00:00,21:30:00,1800,1
L023I01S1FES,06:00:00,21:00:00,1926,1
L023I01S2FES,06:45:00,07:20:00,2100,1
L023I01S2FES,07:20:00,20:10:00,1922,1
L023I02S1FES,06:50:00,20:50:00,7200,1
L023I02S2FES,07:50:00,19:50:00,7200,1
L025I01S1FES,06:35:00,20:55:00,1200,1
L025I01S2FES,07:05:00,20:25:00,1200,1
L028I01S1FES,07:00:00,20:00:00,3600,1
L028I02S1FES,07:30:00,20:30:00,3600,1
L029I01S1FES,06:00:00,06:34:00,2040,1
L029I01S1FES,06:34:00,07:02:00,1680,1
L029I01S1FES,07:02:00,20:04:00,2040,1
L029I01S1FES,20:04:00,22:20:00,4080,1
L029I02S1FES,06:17:00,20:27:00,2040,1
L029I02S1FES,20:27:00,21:35:00,4080,1
L029I02S1FES,21:35:00,22:40:00,3900,1
L030I01S1FES,07:35:00,22:10:00,2100,1
L030I01S2FES,07:00:00,21:35:00,2100,1
L031I01S1FES,07:10:00,21:10:00,4200,1
L031I01S2FES,07:10:00,21:10:00,4200,1
L033I01S1FES,07:00:00,21:10:00,1500,1
L033I01S1FES,21:10:00,21:40:00,1800,1
L033I01S2FES,07:25:00,21:10:00,1500,1
L033I01S2FES,21:10:00,22:10:00,1800,1
L034I01S1FES,08:05:00,20:55:00,4200,1
L034I01S1FES,20:55:00,22:10:00,4500,1
L034I01S2FES,07:30:00,21:30:00,4200,1
L041I01S1FES,23:45:00,27:05:00,1500,1
L041I01S2FES,24:10:00,27:05:00,1500,1
L046I01S1FES,07:00:00,22:36:00,2160,1
L046I01S2FES,06:24:00,22:00:00,2160,1
L046I01S2FES,22:00:00,23:12:00,4320,1
L046I02S1FES,07:18:00,22:18:00,2160,1
L046I02S1FES,22:18:00,23:30:00,4320,1
L046I02S2FES,06:42:00,08:30:00,2160,1
L046I02S2FES,08:30:00,09:00:00,1800,1
L046I02S2FES,09:00:00,19:48:00,2160,1
L046I02S2FES,19:48:00,20:30:00,2520,1
L046I02S2FES,20:30:00,21:42:00,2160,1
L046I02S2FES,21:42:00,22:54:00,4320,1
L002I01S1L01,07:00:00,21:27:00,52020,1
L014I02S1L06,08:05:00,08:18:00,780,1
L014I02S1L06,08:18:00,08:55:00,2220,1
L023I01S1L05,09:20:00,10:25:00,3900,1
