stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
46,46,46-Aragó  47,CL ARAGO 39,39.577496,2.660913,,http://www.emtpalma.es/p/46,0, ,,1
47,47,47-Aragó  25,CL ARAGO 25,39.574651,2.658482,,http://www.emtpalma.es/p/47,0, ,,1
48,48,48-Grans magatzems,AV ALEXANDRE ROSSELLO 10,39.573059,2.656615,,http://www.emtpalma.es/p/48,0, ,,0
49,49,49-Grans magatzems,CL ARAGÓ 9,39.573124,2.657150,,http://www.emtpalma.es/p/49,0, ,,0
50,50,50-Via Roma (Clínica Rotger),CL VIA ROMA 1,39.575177,2.647709,,http://www.emtpalma.es/p/50,0, ,,0
51,51,51-La Rambla,RB DUCS DE PALMA 17,39.573578,2.649266,,http://www.emtpalma.es/p/51,0, ,,0
52,52,52-Plaça del Mercat (Audiència),PZ MERCAT 10,39.571551,2.649520,,http://www.emtpalma.es/p/52,0, ,,0
53,53,53-Plaça del Rei Joan Carles I,PZ JOAN CARLES I 3,39.571562,2.646982,,http://www.emtpalma.es/p/53,0, ,,0
54,54,54-Jaume III   22,CL JAUME III 22,39.572434,2.643567,,http://www.emtpalma.es/p/54,0, ,,0
55,55,55-Catalunya  2,CL CATALUNYA 2,39.572886,2.641166,,http://www.emtpalma.es/p/55,0, ,,0
56,56,56-Comte de Barcelona  24,CL COMTE DE BARCELONA 24,39.573609,2.638845,,http://www.emtpalma.es/p/56,0, ,,0
57,57,57-Plaça del Progrés,PZ PROGRÉS,39.572114,2.636257,,http://www.emtpalma.es/p/57,0, ,,0
58,58,58-Marquès de la Sènia  12,CL MARQUES DE LA SÈNIA 12,39.569695,2.632113,,http://www.emtpalma.es/p/58,0, ,,0
59,59,59-Marquès de la Sènia  40,CL MARQUES DE LA SÈNIA 40,39.568200,2.629315,,http://www.emtpalma.es/p/59,0, ,,1
60,60,60-Joan Miró  16,AV JOAN MIRO 16,39.566841,2.626982,,http://www.emtpalma.es/p/60,0, ,,0
61,61,61-Joan Miró  24,AV JOAN MIRO 24,39.565307,2.626443,,http://www.emtpalma.es/p/61,0, ,,0
62,62,62-Plaça Gomila,PZ GOMILA,39.562953,2.625571,,http://www.emtpalma.es/p/62,0, ,,0
63,63,63-Joan Miró  110,AV JOAN MIRO 110,39.558975,2.624277,,http://www.emtpalma.es/p/63,0, ,,0
64,64,64-Joan Miró  144,AV JOAN MIRO 144,39.557484,2.622854,,http://www.emtpalma.es/p/64,0, ,,0
65,65,65-Portopí (centre comercial),AV JOAN MIRO 182,39.552017,2.621009,,http://www.emtpalma.es/p/65,0, ,,0
66,66,66-Joan Miró  194,AV JOAN MIRO 194,39.551299,2.619011,,http://www.emtpalma.es/p/66,0, ,,0
67,67,67-Joan Miró  248 (Palau de Marivent),AV JOAN MIRO 248,39.551580,2.611258,,http://www.emtpalma.es/p/67,0, ,,0
69,69,69-Joan Miró  270 (Hotel Nixe),AV JOAN MIRO 270,39.552731,2.608097,,http://www.emtpalma.es/p/69,0, ,,0
71,71,71-Cala Major,AV JOAN MIRO 294,39.553270,2.604812,,http://www.emtpalma.es/p/71,0, ,,0
73,73,73-Cala Nova,AV JOAN MIRO 342,39.550347,2.598566,,http://www.emtpalma.es/p/73,0, ,,0
74,74,74-Picasso  30,AV PICASSO 30,39.573907,2.624756,,http://www.emtpalma.es/p/74,0, ,,0
75,75,75-Cra. Andratx (Hotel Maricel),CR ANDRATX,39.547354,2.595593,,http://www.emtpalma.es/p/75,0, ,,0
76,76,76-Passeig d'Illetes  4,PS ILLETES 4,39.543993,2.595519,,http://www.emtpalma.es/p/76,0, ,,0
77,77,77-Passeig d'Illetes  16,PS ILLETES 16,39.542375,2.594050,,http://www.emtpalma.es/p/77,0, ,,0
78,78,78-Passeig d'Illetes (Hotel Bonanza),PS ILLETES 26,39.541066,2.593430,,http://www.emtpalma.es/p/78,0, ,,0
79,79,79-Passeig d'Illetes  36,PS ILLETES 36,39.540229,2.591060,,http://www.emtpalma.es/p/79,0, ,,0
80,80,80-Sindicat  67,CL SINDICAT 67,39.572373,2.656025,,http://www.emtpalma.es/p/80,0, ,,0
81,81,81-Joan Miró  145,AV JOAN MIRÓ 145,39.554935,2.623345,,http://www.emtpalma.es/p/81,0, ,,0
82,82,82-Joan Miró  166,AV JOAN MIRÓ 166,39.554303,2.622976,,http://www.emtpalma.es/p/82,0, ,,0
83,83,83-Joan Maragall  33,CL JOAN MARAGALL 33,39.562684,2.664536,,http://www.emtpalma.es/p/83,0, ,,0
84,84,84-Joan Maragall  36,CL JOAN MARAGALL 36,39.562188,2.664305,,http://www.emtpalma.es/p/84,0, ,,0
85,85,85-Passeig d'Illetes  43,PS PASSEIG ILLETES 43,39.538634,2.590942,,http://www.emtpalma.es/p/85,0, ,,0
86,86,86-Cra. Andratx (Hotel Maricel),CR ANDRATX,39.547555,2.596266,,http://www.emtpalma.es/p/86,0, ,,0
87,87,87-Cala Nova,AV JOAN MIRO,39.550239,2.598602,,http://www.emtpalma.es/p/87,0, ,,0
89,89,89-Cala Major,AV JOAN MIRO 281,39.553432,2.604939,,http://www.emtpalma.es/p/89,0, ,,0
90,90,90-Joan Miró  273,AV JOAN MIRO 273,39.553077,2.606535,,http://www.emtpalma.es/p/90,0, ,,0
91,91,91-Joan Miró  243 (Palau de Marivent),AV JOAN MIRO 243,39.551136,2.610643,,http://www.emtpalma.es/p/91,0, ,,0
92,92,92-Joan Miró  227,AV JOAN MIRO 227,39.552110,2.613594,,http://www.emtpalma.es/p/92,0, ,,0
93,93,93-Passeig d'Illetes  57 (platja),PS PASSEIG ILLETES 57,39.536186,2.589269,,http://www.emtpalma.es/p/93,0, ,,0
94,94,94-Portopí (centre comercial),AV JOAN MIRO 190,39.552371,2.621694,,http://www.emtpalma.es/p/94,0, ,,0
95,95,95-Joan Miró  121,AV JOAN MIRO 121,39.557331,2.623052,,http://www.emtpalma.es/p/95,0, ,,0
96,96,96-Joan Miró  83,AV JOAN MIRO 81,39.558975,2.624382,,http://www.emtpalma.es/p/96,0, ,,1
97,97,97-Plaça Gomila,PZ GOMILA 5,39.562953,2.625699,,http://www.emtpalma.es/p/97,0, ,,0
98,98,98-L'Aigua Dolça,CL FEDERICO GARCIA LORCA 21,39.565202,2.627270,,http://www.emtpalma.es/p/98,0, ,,0
99,99,99-General Ricardo Ortega  40,CL GENERAL RICARDO ORTEGA 40,39.569382,2.662547,,http://www.emtpalma.es/p/99,0, ,,0
100,100,100-Marquès de la Sènia  37,CL MARQUES DE LA SÈNIA 37,39.568309,2.629710,,http://www.emtpalma.es/p/100,0, ,,0
101,101,101-Marquès de la Sènia  11,CL MARQUES DE LA SÈNIA 17,39.569660,2.632323,,http://www.emtpalma.es/p/101,0, ,,0
102,102,102-Plaça del Progrés,PZ PROGRÉS,39.572088,2.636524,,http://www.emtpalma.es/p/102,0, ,,0
103,103,103-Caro  7,CL CARO 7,39.572728,2.639537,,http://www.emtpalma.es/p/103,0, ,,0
104,104,104-Jaume III  21,AV JAUME III 21,39.572344,2.643404,,http://www.emtpalma.es/p/104,0, ,,0
105,105,105-Plaça del Rei Joan Carles I,PZ JOAN CARLES I 5,39.571409,2.647297,,http://www.emtpalma.es/p/105,0, ,,0
106,106,106-Plaça del Mercat (Audiència),PZ EL MERCAT 11,39.571462,2.649859,,http://www.emtpalma.es/p/106,0, ,,0
107,107,107-La Rambla,RB DUCS DE PALMA 12,39.573283,2.650001,,http://www.emtpalma.es/p/107,0, ,,0
108,108,108-Baró de Pinopar  14,CL BARO DE PINOPAR 14,39.576348,2.647750,,http://www.emtpalma.es/p/108,0, ,,0
109,109,109-Passeig d'Illetes  77,PS ILLETES (davant) 77,39.537143,2.589822,,http://www.emtpalma.es/p/109,0, ,,0
110,110,110-Joan March  7,AV JOAN MARCH 7,39.576806,2.652940,,http://www.emtpalma.es/p/110,0, ,,0
111,111,111-Alexandre Rosselló  27,AV ALEXANDRE ROSSELLO 27,39.574506,2.655397,,http://www.emtpalma.es/p/111,0, ,,0
112,112,112-Passeig d'Illetes  62,PS ILLETES 62,39.538566,2.592083,,http://www.emtpalma.es/p/112,0, ,,0
113,113,113-Aragó  20,CL ARAGÓ 20,39.574507,2.658552,,http://www.emtpalma.es/p/113,0, ,,1
114,114,114-Aragó  44,CL ARAGÓ 44,39.576827,2.660206,,http://www.emtpalma.es/p/114,0, ,,1
115,115,115-Els Hostalets,CL ARAGÓ 76,39.578855,2.663340,,http://www.emtpalma.es/p/115,0, ,,0
116,116,116-Aragó  134,CL ARAGÓ 134,39.581171,2.666729,,http://www.emtpalma.es/p/116,0, ,,0
117,117,117-Can Capes,CL ARAGO 164,39.582691,2.668864,,http://www.emtpalma.es/p/117,0, ,,0
118,118,118-Aragó  184,CL ARAGO 184,39.585477,2.672903,,http://www.emtpalma.es/p/118,0, ,,0
119,119,119-Aragó  216,CL ARAGO 216,39.587529,2.675118,,http://www.emtpalma.es/p/119,0, ,,1
120,120,120-Son Fuster,CL ARAGO 234,39.589329,2.677462,,http://www.emtpalma.es/p/120,0, ,,0
121,121,121-Aragó  256,CL ARAGO 256,39.591274,2.680271,,http://www.emtpalma.es/p/121,0, ,,0
122,122,122-Aragó  286,CL ARAGO 286,39.592586,2.682571,,http://www.emtpalma.es/p/122,0, ,,0
123,123,123-Son Rutlan,CL ARAGO 332,39.593754,2.684616,,http://www.emtpalma.es/p/123,0, ,,0
124,124,124-Verge de Lluc,CL ARAGO 378,39.595494,2.688102,,http://www.emtpalma.es/p/124,0, ,,0
125,125,125-Antoni Maura  8,CL ANTONI MAURA 8,39.596899,2.691508,,http://www.emtpalma.es/p/125,0, ,,0
126,126,126-Antoni Maura  42,CL ANTONI MAURA 52,39.598872,2.694772,,http://www.emtpalma.es/p/126,0, ,,0
127,127,127-Alemanya  6,AV D'ALEMANYA 6,39.578071,2.648160,,http://www.emtpalma.es/p/127,0, ,,0
128,128,128-Passeig d'Illetes  64,PS ILLETES 64,39.539972,2.592191,,http://www.emtpalma.es/p/128,0, ,,0
129,129,129-La Feixina,AV ARGENTINA,39.570215,2.639631,,http://www.emtpalma.es/p/129,0, ,,0
130,130,130-Camí Vell de Sineu,CM VELL DE SINEU 124,39.578817,2.716681,,http://www.emtpalma.es/p/130,0, ,,0
131,131,131-Plaça del Progrés,PZ PROGRES,39.571933,2.635955,,http://www.emtpalma.es/p/131,0, ,,0
132,132,132-Andrea Doria  6,CL ANDREA DORIA 6,39.570481,2.632633,,http://www.emtpalma.es/p/132,0, ,,1
133,133,133-Andrea Doria  22,CL ANDREA DORIA 22,39.570614,2.629011,,http://www.emtpalma.es/p/133,0, ,,0
134,134,134-Andrea Doria  42,CL ANDREA DORIA 42,39.570904,2.626786,,http://www.emtpalma.es/p/134,0, ,,0
135,135,135-Andrea Doria  62,CL ANDREA DORIA 62,39.572007,2.622286,,http://www.emtpalma.es/p/135,0, ,,0
136,136,136-Camí de Gènova  100,CM GÈNOVA 100,39.573726,2.613602,,http://www.emtpalma.es/p/136,0, ,,0
137,137,137-Base Militar,CM DELS REIS,39.574011,2.609898,,http://www.emtpalma.es/p/137,0, ,,0
138,138,138-Passeig d'Illetes (Hotel Bonanza),PS ILLETES (davant) 26,39.540958,2.593465,,http://www.emtpalma.es/p/138,0, ,,0
139,139,139-Camí dels Reis  83,CM DELS REIS 83,39.565973,2.601608,,http://www.emtpalma.es/p/139,0, ,,0
140,140,140-Camí dels Reis  47,CM DELS REIS 31,39.563455,2.600505,,http://www.emtpalma.es/p/140,0, ,,0
141,141,141-Camí dels Reis  19,CM DELS REIS 19,39.561470,2.599666,,http://www.emtpalma.es/p/141,0, ,,0
142,142,142-Cementeri,CM DELS REIS,39.557277,2.596257,,http://www.emtpalma.es/p/142,0, ,,0
143,143,143-Paradís (Hotel Belvedere),CL PARADÍS 30,39.553823,2.597964,,http://www.emtpalma.es/p/143,0, ,,0
144,144,144-Camí de la Real  56,CM LA REAL 56,39.630016,2.639414,,http://www.emtpalma.es/p/144,0, ,,0
145,145,145-Passeig d'Illetes  9,PS ILLETES 9,39.543100,2.595175,,http://www.emtpalma.es/p/145,0, ,,0
146,146,146-Cementeri,CM DELS REIS,39.558200,2.597380,,http://www.emtpalma.es/p/146,0, ,,0
147,147,147-Camí dels Reis  12,CM DELS REIS 12,39.560992,2.599553,,http://www.emtpalma.es/p/147,0, ,,0
148,148,148-Camí dels Reis  38,CM DELS REIS 38,39.564105,2.600909,,http://www.emtpalma.es/p/148,0, ,,0
149,149,149-Camí dels Reis  60,CM DELS REIS 60,39.565928,2.601678,,http://www.emtpalma.es/p/149,0, ,,0
151,151,151-Base Militar,CM DELS REIS,39.573868,2.610318,,http://www.emtpalma.es/p/151,0, ,,0
153,153,153-Son Dureta,CL ANDREA DORIA 51,39.571756,2.622683,,http://www.emtpalma.es/p/153,0, ,,0
154,154,154-Andrea Doria  41,CL ANDREA DORIA 41,39.571010,2.626180,,http://www.emtpalma.es/p/154,0, ,,0
155,155,155-Andrea Doria  25,CL ANDREA DORIA 25,39.570523,2.628709,,http://www.emtpalma.es/p/155,0, ,,0
156,156,156-Andrea Doria  7,CL ANDREA DORIA 7,39.570452,2.631958,,http://www.emtpalma.es/p/156,0, ,,0
157,157,157-Francesc Vidal i Sureda  2,CL FRANCESC VIDAL I SUREDA 2,39.557759,2.621735,,http://www.emtpalma.es/p/157,0, ,,0
158,158,158-Francesc Vidal i Sureda  6,CL FRANCESC VIDAL I SUREDA 6,39.556764,2.620518,,http://www.emtpalma.es/p/158,0, ,,0
159,159,159-F. Vidal i Sureda (Hotel Valparaíso),CL FRANCESC VIDAL I SUREDA,39.555701,2.620419,,http://www.emtpalma.es/p/159,0, ,,0
160,160,160-Francesc Vidal i Sureda  34,CL FRANCESC VIDAL I SUREDA 34,39.556369,2.618041,,http://www.emtpalma.es/p/160,0, ,,0
161,161,161-Francesc Vidal i Sureda  38,CL FRANCESC VIDAL I SUREDA 38,39.557697,2.616357,,http://www.emtpalma.es/p/161,0, ,,0
162,162,162-Francesc Vidal i Sureda  56,CL FRANCESC VIDAL I SUREDA 56,39.558029,2.613340,,http://www.emtpalma.es/p/162,0, ,,0
163,163,163-F. Vidal i Sureda  74 (Residència Bonanova),CL FRANCESC VIDAL I SUREDA 74,39.559793,2.610036,,http://www.emtpalma.es/p/163,0, ,,0
164,164,164-Francesc Vidal i Sureda  115,CL FRANCESC VIDAL I SUREDA 76,39.560675,2.607191,,http://www.emtpalma.es/p/164,0, ,,0
165,165,165-Camí de Gènova  60,CM GENOVA 60,39.573355,2.615968,,http://www.emtpalma.es/p/165,0, ,,0
166,166,166-Francesc Vidal i Sureda,CL FRANCESC VIDAL I SUREDA,39.557996,2.619603,,http://www.emtpalma.es/p/166,0, ,,0
167,167,167-Saridakis  53,CL SARIDAKIS 53,39.558694,2.607295,,http://www.emtpalma.es/p/167,0, ,,0
168,168,168-Saridakis  54,CL SADIRAKIS 54,39.559072,2.607247,,http://www.emtpalma.es/p/168,0, ,,0
169,169,169-Les Meravelles,CM LAS MARAVILLAS,39.521940,2.751210,,http://www.emtpalma.es/p/169,0, ,,0
170,170,170-Francesc Vidal i Sureda  115,CL FRANCESC VIDAL I SUREDA 115,39.560505,2.607343,,http://www.emtpalma.es/p/170,0, ,,0
171,171,171-La Bonanova,CL FRANCESC VIDAL I SUREDA 105,39.559604,2.610200,,http://www.emtpalma.es/p/171,0, ,,0
172,172,172-Francesc Vidal i Sureda  75,CL FRANCESC VIDAL I SUREDA 73,39.557967,2.613608,,http://www.emtpalma.es/p/172,0, ,,0
173,173,173-Francesc Vidal i Sureda  51,CL FRANCESC VIDAL I SUREDA 61,39.557696,2.616252,,http://www.emtpalma.es/p/173,0, ,,0
174,174,174-Francesc Vidal i Sureda  41,CL FRANCESC VIDAL I SUREDA 41,39.556593,2.617655,,http://www.emtpalma.es/p/174,0, ,,0
175,175,175-F. Vidal i Sureda  21 (Hotel Valparaíso),CL FRANCESC VIDAL I SUREDA 21,39.555612,2.620757,,http://www.emtpalma.es/p/175,0, ,,0
176,176,176-Francesc Vidal i Sureda  11,CL FRANCESC VIDAL I SUREDA 11,39.556783,2.620622,,http://www.emtpalma.es/p/176,0, ,,0
177,177,177-Francesc Vidal i Sureda  3,CL FRANCESC VIDAL I SUREDA 3,39.557643,2.622119,,http://www.emtpalma.es/p/177,0, ,,0
182,182,182-Mestre Chapí  25,CL MESTRE CHAPI 25,39.589532,2.682736,,http://www.emtpalma.es/p/182,0, ,,0
183,183,183-Heura  41,CL HEURA 41,39.588081,2.679215,,http://www.emtpalma.es/p/183,0, ,,1
184,184,184-Heura  19,CL HEURA 19,39.586146,2.676918,,http://www.emtpalma.es/p/184,0, ,,1
185,185,185-Heura  8,CL HEURA 8,39.584917,2.675386,,http://www.emtpalma.es/p/185,0, ,,1
186,186,186-Pare Joan Crespí  7,CL PARE JOAN CRESPI 7,39.583235,2.673310,,http://www.emtpalma.es/p/186,0, ,,0
187,187,187-Mare de Déu de Montserrat  32,CL MARE DE DEU DE MONTSERRAT 34,39.582453,2.673931,,http://www.emtpalma.es/p/187,0, ,,0
188,188,188-Indalecio Prieto  35,CL INDALECIO PRIETO 35,39.579917,2.675840,,http://www.emtpalma.es/p/188,0, ,,0
189,189,189-Indalecio Prieto  27,CL INDALECIO PRIETO 27,39.577995,2.671576,,http://www.emtpalma.es/p/189,0, ,,0
190,190,190-Plaça de Miquel Dolç,PZ MIQUEL DOLÇ,39.576996,2.668810,,http://www.emtpalma.es/p/190,0, ,,0
191,191,191-Arquebisbe Aspàreg  61,CL ARQUEBISBE ASPAREG 61,39.576408,2.667963,,http://www.emtpalma.es/p/191,0, ,,1
192,192,192-Arquebisbe Aspàreg  5,CL ARQUEBISBE ASPAREG 5,39.575111,2.665035,,http://www.emtpalma.es/p/192,0, ,,1
193,193,193-Francesc Manuel de los Herreros  33,CL FRANCESC MANUEL DE LOS HERREROS 33,39.574512,2.663675,,http://www.emtpalma.es/p/193,0, ,,0
194,194,194-Francesc Manuel de los Herreros  3,CL FRANCESC MANUEL DE LOS HERREROS 3,39.573524,2.661433,,http://www.emtpalma.es/p/194,0, ,,0
195,195,195-Grans magatzems,AV ALEXANDRE ROSSELLO 16,39.573302,2.656323,,http://www.emtpalma.es/p/195,0, ,,0
196,196,196-Cra. Militar,CR MILITAR,39.527401,2.764164,,http://www.emtpalma.es/p/196,0, ,,0
197,197,197-Instituts,AV PORTUGAL 2,39.576423,2.645607,,http://www.emtpalma.es/p/197,0, ,,0
198,198,198-Plaça del Fortí,PZ FORTI 5,39.576318,2.643721,,http://www.emtpalma.es/p/198,0, ,,0
199,199,199-Mestre Chapí  13,CL MESTRE CHAPI 13,39.588924,2.681039,,http://www.emtpalma.es/p/199,0, ,,0
200,200,200-Camí 140,CM 140,39.628238,2.668659,,http://www.emtpalma.es/p/200,0, ,,0
201,201,201-Camí dels Reis  648,CM DELS REIS 648,39.616134,2.674064,,http://www.emtpalma.es/p/201,0, ,,0
202,202,202-La Porciúncula,CL FRA JOAN LLABRES 8,39.518233,2.749257,,http://www.emtpalma.es/p/202,0, ,,0
203,203,203-Passeig Mallorca  7,PS MALLORCA,39.573493,2.642152,,http://www.emtpalma.es/p/203,0, ,,0
205,205,205-Instituts,AV PORTUGAL 7,39.576124,2.645108,,http://www.emtpalma.es/p/205,0, ,,0
207,207,207-Nuredduna  18,CL NUREDDUNA 18,39.573024,2.659980,,http://www.emtpalma.es/p/207,0, ,,1
208,208,208-Francesc Manuel de los Herreros  2,CL FRANCESC MANUEL DE LOS HERREROS 2,39.573434,2.661550,,http://www.emtpalma.es/p/208,0, ,,0
209,209,209-Francesc Manuel de los Herreros  30,CL FRANCESC MANUEL DE LOS HERREROS 30,39.574423,2.663780,,http://www.emtpalma.es/p/209,0, ,,0
210,210,210-Arquebisbe Aspàreg  8,CL ARQUEBISBE ASPAREG 8,39.575048,2.665198,,http://www.emtpalma.es/p/210,0, ,,0
211,211,211-Arquebisbe Aspàreg  64,CL ARQUEBISBE ASPAREG 64,39.576391,2.668207,,http://www.emtpalma.es/p/211,0, ,,1
212,212,212-Indalecio Prieto  14,CL INDALECIO PRIETO 12,39.577116,2.669787,,http://www.emtpalma.es/p/212,0, ,,0
213,213,213-Indalecio Prieto  44,CL INDALECIO PRIETO 44,39.578540,2.672983,,http://www.emtpalma.es/p/213,0, ,,0
214,214,214-Mare de Déu de Montserrat  61,CL MARE DE DEU DE MONTSERRAT 61,39.580495,2.676280,,http://www.emtpalma.es/p/214,0, ,,0
215,215,215-Jeroni Boscana  24,CL JERONI BOSCANA 24,39.582771,2.674954,,http://www.emtpalma.es/p/215,0, ,,0
216,216,216-Baladre  2,CL BALADRE 2,39.583371,2.676814,,http://www.emtpalma.es/p/216,0, ,,0
217,217,217-Avinguda d'Amèrica (Hotel Taurus Park),CL AMERICA,39.513552,2.751636,,http://www.emtpalma.es/p/217,0, ,,0
219,219,219-Plaça d'Espanya,PZ ESPANYA (SORTIDA APARCAMENTS),39.575818,2.654261,,http://www.emtpalma.es/p/219,0, ,,0
220,220,220-Indústria  8,CL INDUSTRIA 8,39.573648,2.639951,,http://www.emtpalma.es/p/220,0, ,,1
221,221,221-Indústria  44,CL INDUSTRIA 44,39.575614,2.637333,,http://www.emtpalma.es/p/221,0, ,,0
222,222,222-Llibertat  22,CL LLIBERTAT 22,39.577244,2.634204,,http://www.emtpalma.es/p/222,0, ,,0
223,223,223-Llibertat  36,CL LLIBERTAT 36,39.578011,2.631696,,http://www.emtpalma.es/p/223,0, ,,1
224,224,224-Dragonera  14,CL DRAGONERA 14,39.578909,2.628035,,http://www.emtpalma.es/p/224,0, ,,0
225,225,225-Camí de Son Rapinya  4,CM SON RAPINYA 2,39.579659,2.626005,,http://www.emtpalma.es/p/225,0, ,,0
226,226,226-Camí de Son Rapinya  26,CM SON RAPINYA 26,39.583049,2.621003,,http://www.emtpalma.es/p/226,0, ,,0
227,227,227-Camí de Son Rapinya  38,CM SON RAPINYA 38,39.585695,2.617321,,http://www.emtpalma.es/p/227,0, ,,0
228,228,228-Camí de Son Rapinya  46,CM SON RAPINYA 46,39.587229,2.615146,,http://www.emtpalma.es/p/228,0, ,,0
229,229,229-Camí de Son Rapinya  48,CM SON RAPINYA 48,39.588357,2.613032,,http://www.emtpalma.es/p/229,0, ,,0
230,230,230-Camí de Son Rapinya  74,CM SON RAPINYA 74,39.589404,2.610709,,http://www.emtpalma.es/p/230,0, ,,0
231,231,231-Camí de Son Rapinya (Son Quint),CM SON VIDA,39.590328,2.607000,,http://www.emtpalma.es/p/231,0, ,,0
232,232,232-Camí de Raixa,CM RAIXA,39.590397,2.598091,,http://www.emtpalma.es/p/232,0, ,,0
233,233,233-Camí de Raixa  11,CM RAIXA,39.591331,2.594662,,http://www.emtpalma.es/p/233,0, ,,0
234,234,234-Hotel Son Vida,CM RAIXA,39.592944,2.594722,,http://www.emtpalma.es/p/234,0, ,,0
236,236,236-Capocorb  1,CL CAPOCORB 1,39.590172,2.598232,,http://www.emtpalma.es/p/236,0, ,,0
237,237,237-Camí de Son Vida  109,CM SON VIDA 109,39.590202,2.606943,,http://www.emtpalma.es/p/237,0, ,,0
238,238,238-Camí de Son Rapinya  105,CM SON RAPINYA 105,39.588849,2.612005,,http://www.emtpalma.es/p/238,0, ,,0
239,239,239-Camí de Son Rapinya  57,CM SON RAPINYA 57,39.587031,2.615392,,http://www.emtpalma.es/p/239,0, ,,0
240,240,240-Camí de Son Rapinya  35,CM SON RAPINYA 35,39.586144,2.616724,,http://www.emtpalma.es/p/240,0, ,,0
241,241,241-Camí de Son Rapinya  29,CM SON RAPINYA 29,39.582653,2.621168,,http://www.emtpalma.es/p/241,0, ,,0
242,242,242-Camí de Son Rapinya  5,CM SON RAPINYA 5,39.579702,2.625388,,http://www.emtpalma.es/p/242,0, ,,0
243,243,243-Dragonera  19,CL DRAGONERA 19,39.578675,2.628223,,http://www.emtpalma.es/p/243,0, ,,1
244,244,244-Barrera  35,CL BARRERA 35,39.577209,2.631631,,http://www.emtpalma.es/p/244,0, ,,0
245,245,245-Barrera  15,CL BARRERA 15,39.575420,2.633084,,http://www.emtpalma.es/p/245,0, ,,0
246,246,246-Caro  53,CL CARO 53,39.573947,2.634442,,http://www.emtpalma.es/p/246,0, ,,0
247,247,247-Caro  23,CL CARO 23,39.573315,2.637100,,http://www.emtpalma.es/p/247,0, ,,0
248,248,248-Carretera Militar  203,CR MILITAR 203,39.510706,2.756450,,http://www.emtpalma.es/p/248,0, ,,0
249,249,249-Arxiduc Lluís Salvador  46,CL ARXIDUC LLUIS SALVADOR 46,39.580578,2.654994,,http://www.emtpalma.es/p/249,0, ,,0
250,250,250-Arxiduc Lluís Salvador  52,CL ARXIDUC LLUIS SALVADOR 52,39.581842,2.655803,,http://www.emtpalma.es/p/250,0, ,,0
251,251,251-Arxiduc Lluís Salvador  102,CL ARXIDUC LLUIS SALVADOR 102,39.585010,2.657709,,http://www.emtpalma.es/p/251,0, ,,0
254,254,254-Arxiduc Lluís Salvador  148,CL ARXIDUC LLUIS SALVADOR 148,39.588061,2.659580,,http://www.emtpalma.es/p/254,0, ,,0
256,256,256-Camí Vell de Bunyola  8,CM VELL DE BUNYOLA 8,39.591175,2.667717,,http://www.emtpalma.es/p/256,0, ,,0
257,257,257-Gremi de Sabaters  2,CL GREMI DE SABATERS 2,39.596781,2.671418,,http://www.emtpalma.es/p/257,0, ,,0
258,258,258-Gremi de Sabaters  8,CL GREMI DE SABATERS 8,39.598849,2.669626,,http://www.emtpalma.es/p/258,0, ,,0
259,259,259-Avinguda d'Amèrica (Hotel Géminis),CL AMERICA,39.510190,2.754939,,http://www.emtpalma.es/p/259,0, ,,0
260,260,260-Emília Sureda  35,CL EMILIA SUREDA 35,39.589353,2.657536,,http://www.emtpalma.es/p/260,0, ,,0
261,261,261-Cra. Militar  161,CR MILITAR 161,39.513305,2.758116,,http://www.emtpalma.es/p/261,0, ,,0
262,262,262-Poliesportiu Prínceps d'Espanya,CL GREMI DE FORNERS 4,39.608853,2.664266,,http://www.emtpalma.es/p/262,0, ,,0
263,263,263-Gran Via Asima  25,AV ASIMA 25,39.608410,2.666796,,http://www.emtpalma.es/p/263,0, ,,0
266,266,266-Santiago Álvarez  6,CL SANTIAGO ALVAREZ 6,39.606435,2.675717,,http://www.emtpalma.es/p/266,0, ,,0
267,267,267-Santiago Álvarez  1,CL SANTIAGO ALVAREZ 1,39.605221,2.676713,,http://www.emtpalma.es/p/267,0, ,,1
268,268,268-Camí Vell de Bunyola  104,CM VELL DE BUNYOLA 104,39.606055,2.678607,,http://www.emtpalma.es/p/268,0, ,,0
269,269,269-Camí de na Cerdana  22,CM NA CERDANA 22,39.608255,2.678923,,http://www.emtpalma.es/p/269,0, ,,0
270,270,270-Camí dels Reis  678,CM DELS REIS 678,39.611420,2.676684,,http://www.emtpalma.es/p/270,0, ,,0
271,271,271-Camí de na Cerdana  17,CM NA CERDANA 17,39.609180,2.678127,,http://www.emtpalma.es/p/271,0, ,,0
272,272,272-Camí Vell de Bunyola  64,CM VELL DE BUNYOLA 63,39.605522,2.678121,,http://www.emtpalma.es/p/272,0, ,,0
273,273,273-Santiago Álvarez  8,CL SANTIAGO ALVAREZ 6,39.605320,2.676829,,http://www.emtpalma.es/p/273,0, ,,1
274,274,274-José Salazar  4,CL JOSE SALAZAR BELMAR 4,39.606739,2.675051,,http://www.emtpalma.es/p/274,0, ,,0
275,275,275-Gremi de Tintorers  10,CL GREMI DE TINTORERS 10,39.607654,2.673440,,http://www.emtpalma.es/p/275,0, ,,0
