trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
L009I04S1SAB, , ,769,18,,0,0, 
L009I04S1SAB,07:46:13,07:46:13,747,19,,0,0, 
L009I04S1SAB, , ,770,20,,0,0, 
L009I04S1SAB, , ,1144,21,,0,0, 
L009I04S1SAB, , ,743,22,,0,0, 
L009I04S1SAB, , ,144,23,,0,0, 
L009I04S1SAB,07:49:15,07:49:15,744,24,,0,0, 
L009I04S1SAB, , ,745,25,,0,0, 
L009I04S1SAB, , ,959,27,,0,0, 
L009I04S1SAB, , ,1137,28,,0,0, 
L009I04S1SAB, , ,1012,29,,0,0, 
L009I04S1SAB,07:58:00,08:00:00,1101,30,,0,0, 
L009I04S2SAB,08:00:00,08:00:00,1101,1,,0,0, 
L009I04S2SAB, , ,1014,2,,0,0, 
L009I04S2SAB, , ,748,3,,0,0, 
L009I04S2SAB, , ,746,4,,0,0, 
L009I04S2SAB, , ,749,5,,0,0, 
L009I04S2SAB, , ,750,6,,0,0, 
L009I04S2SAB,08:16:16,08:16:16,718,7,,0,0, 
L009I04S2SAB, , ,708,9,,0,0, 
L009I04S2SAB, , ,1002,10,,0,0, 
L009I04S2SAB, , ,755,12,,0,0, 
L009I04S2SAB, , ,756,13,,0,0, 
L009I04S2SAB, , ,543,14,,0,0, 
L009I04S2SAB, , ,110,15,,0,0, 
L009I04S2SAB,08:27:00,08:30:00,6,16,,0,0, 
L010I01S1FES,07:00:00,07:00:00,810,1,,0,0, 
L010I01S1FES, , ,48,2,,0,0, 
L010I01S1FES, , ,1078,3,,0,0, 
L010I01S1FES, , ,623,4,,0,0, 
L010I01S1FES, , ,296,5,,0,0, 
L010I01S1FES, , ,297,6,,0,0, 
L010I01S1FES, , ,298,7,,0,0, 
L010I01S1FES, , ,299,8,,0,0, 
L010I01S1FES, , ,256,9,,0,0, 
L010I01S1FES, , ,1017,10,,0,0, 
L010I01S1FES, , ,1007,11,,0,0, 
L010I01S1FES, , ,1008,12,,0,0, 
L010I01S1FES, , ,312,13,,0,0, 
L010I01S1FES, , ,314,14,,0,0, 
L010I01S1FES, , ,315,15,,0,0, 
L010I01S1FES, , ,316,16,,0,0, 
L010I01S1FES, , ,272,17,,0,0, 
L010I01S1FES, , ,273,18,,0,0, 
L010I01S1FES, , ,274,19,,0,0, 
L010I01S1FES,07:30:00,07:30:00,1033,20,,0,0, 
L010I01S2FES,07:00:00,07:00:00,1033,1,,0,0, 
L010I01S2FES, , ,266,2,,0,0, 
L010I01S2FES, , ,267,3,,0,0, 
L010I01S2FES, , ,268,4,,0,0, 
L010I01S2FES, , ,307,5,,0,0, 
L010I01S2FES, , ,309,6,,0,0, 
L010I01S2FES, , ,310,7,,0,0, 
L010I01S2FES, , ,311,8,,0,0, 
L010I01S2FES, , ,1019,9,,0,0, 
L010I01S2FES, , ,1018,10,,0,0, 
L010I01S2FES, , ,285,11,,0,0, 
L010I01S2FES, , ,322,12,,0,0, 
L010I01S2FES, , ,323,13,,0,0, 
L010I01S2FES, , ,324,14,,0,0, 
L010I01S2FES, , ,325,15,,0,0, 
L010I01S2FES, , ,598,16,,0,0, 
L010I01S2FES,07:30:00,07:30:00,810,17,,0,0, 
L010I01S2LAB,15:25:00,15:25:00,1033,1,,0,0, 
L010I01S2LAB, , ,266,2,,0,0, 
L010I01S2LAB, , ,267,3,,0,0, 
L010I01S2LAB, , ,268,4,,0,0, 
L010I01S2LAB, , ,307,5,,0,0, 
L010I01S2LAB,15:31:40,15:31:40,309,6,,0,0, 
L010I01S2LAB, , ,310,7,,0,0, 
L010I01S2LAB, , ,311,8,,0,0, 
L010I01S2LAB,15:36:36,15:36:36,1019,9,,0,0, 
L010I01S2LAB, , ,1018,10,,0,0, 
L010I01S2LAB, , ,285,11,,0,0, 
L010I01S2LAB, , ,322,12,,0,0, 
L010I01S2LAB, , ,323,13,,0,0, 
L010I01S2LAB,15:44:25,15:44:25,324,14,,0,0, 
L010I01S2LAB, , ,325,15,,0,0, 
L010I01S2LAB, , ,598,16,,0,0, 
L010I01S2LAB,15:54:00,16:00:00,810,17,,0,0, 
L010I01S1LAB,15:00:00,15:00:00,810,1,,0,0, 
L010I01S1LAB, , ,48,2,,0,0, 
L010I01S1LAB, , ,1078,3,,0,0, 
L010I01S1LAB, , ,623,4,,0,0, 
L010I01S1LAB, , ,296,5,,0,0, 
L010I01S1LAB,15:09:51,15:09:51,297,6,,0,0, 
L010I01S1LAB, , ,298,7,,0,0, 
L010I01S1LAB, , ,299,8,,0,0, 
L010I01S1LAB, , ,256,9,,0,0, 
L010I01S1LAB,15:18:21,15:18:21,1017,10,,0,0, 
L010I01S1LAB, , ,1007,11,,0,0, 
L010I01S1LAB, , ,1008,12,,0,0, 
L010I01S1LAB,15:22:26,15:22:26,312,13,,0,0, 
L010I01S1LAB, , ,314,14,,0,0, 
L010I01S1LAB, , ,315,15,,0,0, 
L010I01S1LAB, , ,316,16,,0,0, 
L010I01S1LAB, , ,272,17,,0,0, 
L010I01S1LAB, , ,273,18,,0,0, 
L010I01S1LAB, , ,274,19,,0,0, 
L010I01S1LAB,15:34:00,15:40:00,1033,20,,0,0, 
L010I01S1SAB,07:10:00,07:10:00,810,1,,0,0, 
L010I01S1SAB, , ,48,2,,0,0, 
L010I01S1SAB, , ,1078,3,,0,0, 
L010I01S1SAB, , ,623,4,,0,0, 
L010I01S1SAB, , ,296,5,,0,0, 
L010I01S1SAB,07:18:07,07:18:07,297,6,,0,0, 
L010I01S1SAB, , ,298,7,,0,0, 
L010I01S1SAB, , ,299,8,,0,0, 
L010I01S1SAB, , ,256,9,,0,0, 
L010I01S1SAB,07:25:07,07:25:07,1017,10,,0,0, 
L010I01S1SAB, , ,1007,11,,0,0, 
L010I01S1SAB, , ,1008,12,,0,0, 
L010I01S1SAB,07:28:28,07:28:28,312,13,,0,0, 
L010I01S1SAB, , ,314,14,,0,0, 
L010I01S1SAB, , ,315,15,,0,0, 
L010I01S1SAB, , ,316,16,,0,0, 
L010I01S1SAB, , ,272,17,,0,0, 
L010I01S1SAB, , ,273,18,,0,0, 
L010I01S1SAB, , ,274,19,,0,0, 
L010I01S1SAB,07:38:00,07:43:00,1033,20,,0,0, 
L010I01S2SAB,07:43:00,07:43:00,1033,1,,0,0, 
L010I01S2SAB, , ,266,2,,0,0, 
L010I01S2SAB, , ,267,3,,0,0, 
L010I01S2SAB, , ,268,4,,0,0, 
L010I01S2SAB, , ,307,5,,0,0, 
L010I01S2SAB,07:49:26,07:49:26,309,6,,0,0, 
L010I01S2SAB, , ,310,7,,0,0, 
L010I01S2SAB, , ,311,8,,0,0, 
L010I01S2SAB,07:54:12,07:54:12,1019,9,,0,0, 
L010I01S2SAB, , ,1018,10,,0,0, 
L010I01S2SAB, , ,285,11,,0,0, 
L010I01S2SAB, , ,322,12,,0,0, 
L010I01S2SAB, , ,323,13,,0,0, 
L010I01S2SAB,08:01:45,08:01:45,324,14,,0,0, 
L010I01S2SAB, , ,325,15,,0,0, 
L010I01S2SAB, , ,598,16,,0,0, 
L010I01S2SAB,08:11:00,08:16:00,810,17,,0,0, 
L011I01S1FES,07:40:00,07:40:00,1,1,,0,0, 
L011I01S1FES, , ,1078,2,,0,0, 
L011I01S1FES, , ,623,3,,0,0, 
L011I01S1FES, , ,249,4,,0,0, 
L011I01S1FES, , ,250,5,,0,0, 
L011I01S1FES, , ,251,6,,0,0, 
L011I01S1FES,07:48:12,07:48:12,254,7,,0,0, 
L011I01S1FES, , ,260,8,,0,0, 
L011I01S1FES, , ,728,9,,0,0, 
L011I01S1FES, , ,729,10,,0,0, 
L011I01S1FES, , ,730,11,,0,0, 
L011I01S1FES, , ,905,12,,0,0, 
L011I01S1FES, , ,1066,13,,0,0, 
L011I01S1FES,07:56:06,07:56:06,368,14,,0,0, 
L011I01S1FES, , ,731,15,,0,0, 
L011I01S1FES, , ,732,16,,0,0, 
L011I01S1FES, , ,262,17,,0,0, 
L011I01S1FES, , ,263,18,,0,0, 
L011I01S1FES, , ,1096,19,,0,0, 
L011I01S1FES, , ,1097,20,,0,0, 
L011I01S1FES, , ,1033,21,,0,0, 
L011I01S1FES, , ,266,22,,0,0, 
L011I01S1FES, , ,267,23,,0,0, 
L011I01S1FES, , ,268,24,,0,0, 
L011I01S1FES, , ,269,25,,0,0, 
L011I01S1FES,08:11:55,08:11:55,795,26,,0,0, 
L011I01S1FES, , ,607,27,,0,0, 
L011I01S1FES, , ,666,28,,0,0, 
L011I01S1FES, , ,619,29,,0,0, 
L011I01S1FES, , ,1094,30,,0,0, 
L011I01S1FES, , ,644,31,,0,0, 
L011I01S1FES, , ,665,32,,0,0, 
L011I01S1FES, , ,608,33,,0,0, 
L011I01S1FES,08:20:00,08:20:00,668,34,,0,0, 
L011I01S2FES,08:20:00,08:20:00,668,1,,0,0, 
L011I01S2FES, , ,200,2,,0,0, 
L011I01S2FES, , ,671,3,,0,0, 
L011I01S2FES, , ,645,4,,0,0, 
L011I01S2FES, , ,643,5,,0,0, 
L011I01S2FES, , ,670,6,,0,0, 
L011I01S2FES, , ,201,7,,0,0, 
L011I01S2FES, , ,270,8,,0,0, 
L011I01S2FES, , ,271,9,,0,0, 
L011I01S2FES, , ,272,10,,0,0, 
L011I01S2FES,08:29:47,08:29:47,273,11,,0,0, 
L011I01S2FES, , ,274,12,,0,0, 
L011I01S2FES, , ,275,13,,0,0, 
L011I01S2FES, , ,276,14,,0,0, 
L011I01S2FES, , ,1096,15,,0,0, 
L011I01S2FES, , ,1097,16,,0,0, 
L011I01S2FES, , ,304,17,,0,0, 
L011I01S2FES, , ,257,18,,0,0, 
L011I01S2FES,08:38:14,08:38:14,258,19,,0,0, 
L011I01S2FES, , ,725,20,,0,0, 
L011I01S2FES, , ,1085,21,,0,0, 
L011I01S2FES, , ,279,22,,0,0, 
L011I01S2FES, , ,735,23,,0,0, 
L011I01S2FES,08:45:15,08:45:15,382,24,,0,0, 
L011I01S2FES, , ,904,25,,0,0, 
L011I01S2FES, , ,383,26,,0,0, 
L011I01S2FES, , ,611,27,,0,0, 
L011I01S2FES, , ,612,28,,0,0, 
L011I01S2FES, , ,736,29,,0,0, 
L011I01S2FES, , ,737,30,,0,0, 
L011I01S2FES,08:52:52,08:52:52,287,31,,0,0, 
L011I01S2FES, , ,289,32,,0,0, 
L011I01S2FES, , ,290,33,,0,0, 
L011I01S2FES, , ,291,34,,0,0, 
L011I01S2FES, , ,388,35,,0,0, 
L011I01S2FES, , ,389,36,,0,0, 
L011I01S2FES, , ,390,37,,0,0, 
L011I01S2FES,09:00:00,09:00:00,1,38,,0,0, 
L011I01S2LAB,09:15:00,09:15:00,668,1,,0,0, 
L011I01S2LAB, , ,200,2,,0,0, 
L011I01S2LAB, , ,671,3,,0,0, 
L011I01S2LAB, , ,645,4,,0,0, 
L011I01S2LAB, , ,643,5,,0,0, 
L011I01S2LAB, , ,670,6,,0,0, 
L011I01S2LAB, , ,201,7,,0,0, 
L011I01S2LAB, , ,270,8,,0,0, 
L011I01S2LAB, , ,271,9,,0,0, 
L011I01S2LAB, , ,272,10,,0,0, 
L011I01S2LAB,09:23:15,09:23:15,273,11,,0,0, 
L011I01S2LAB, , ,274,12,,0,0, 
L011I01S2LAB, , ,275,13,,0,0, 
L011I01S2LAB, , ,276,14,,0,0, 
L011I01S2LAB, , ,1096,15,,0,0, 
L011I01S2LAB, , ,1097,16,,0,0, 
L011I01S2LAB,09:28:00,09:28:00,304,17,,0,0, 
L011I01S2LAB, , ,257,18,,0,0, 
L011I01S2LAB,09:30:24,09:30:24,258,19,,0,0, 
L011I01S2LAB, , ,725,20,,0,0, 
L011I01S2LAB, , ,1085,21,,0,0, 
L011I01S2LAB, , ,279,22,,0,0, 
L011I01S2LAB, , ,735,23,,0,0, 
L011I01S2LAB,09:36:19,09:36:19,382,24,,0,0, 
L011I01S2LAB, , ,904,25,,0,0, 
L011I01S2LAB, , ,383,26,,0,0, 
L011I01S2LAB, , ,611,27,,0,0, 
L011I01S2LAB, , ,612,28,,0,0, 
L011I01S2LAB, , ,736,29,,0,0, 
L011I01S2LAB, , ,737,30,,0,0, 
L011I01S2LAB,09:47:00,09:47:00,287,31,,0,0, 
L011I01S2LAB, , ,289,32,,0,0, 
L011I01S2LAB, , ,290,33,,0,0, 
L011I01S2LAB, , ,291,34,,0,0, 
L011I01S2LAB, , ,388,35,,0,0, 
L011I01S2LAB, , ,389,36,,0,0, 
L011I01S2LAB, , ,390,37,,0,0, 
L011I01S2LAB,09:57:00,10:00:00,1,38,,0,0, 
L011I01S1LAB,08:00:00,08:00:00,1,1,,0,0, 
L011I01S1LAB, , ,1078,2,,0,0, 
L011I01S1LAB, , ,623,3,,0,0, 
L011I01S1LAB, , ,249,4,,0,0, 
L011I01S1LAB, , ,250,5,,0,0, 
L011I01S1LAB, , ,251,6,,0,0, 
L011I01S1LAB,08:08:24,08:08:24,254,7,,0,0, 
L011I01S1LAB, , ,260,8,,0,0, 
L011I01S1LAB, , ,728,9,,0,0, 
L011I01S1LAB, , ,729,10,,0,0, 
L011I01S1LAB, , ,730,11,,0,0, 
L011I01S1LAB, , ,905,12,,0,0, 
L011I01S1LAB, , ,1066,13,,0,0, 
L011I01S1LAB,08:16:30,08:16:30,368,14,,0,0, 
L011I01S1LAB, , ,731,15,,0,0, 
L011I01S1LAB, , ,732,16,,0,0, 
L011I01S1LAB, , ,262,17,,0,0, 
L011I01S1LAB, , ,263,18,,0,0, 
L011I01S1LAB, , ,1096,19,,0,0, 
L011I01S1LAB, , ,1097,20,,0,0, 
L011I01S1LAB, , ,1033,21,,0,0, 
L011I01S1LAB, , ,266,22,,0,0, 
L011I01S1LAB, , ,267,23,,0,0, 
L011I01S1LAB, , ,268,24,,0,0, 
L011I01S1LAB, , ,269,25,,0,0, 
L011I01S1LAB,08:29:24,08:29:24,795,26,,0,0, 
L011I01S1LAB, , ,607,27,,0,0, 
L011I01S1LAB, , ,666,28,,0,0, 
L011I01S1LAB, , ,619,29,,0,0, 
L011I01S1LAB, , ,1094,30,,0,0, 
L011I01S1LAB, , ,644,31,,0,0, 
L011I01S1LAB, , ,665,32,,0,0, 
L011I01S1LAB, , ,608,33,,0,0, 
L011I01S1LAB,08:36:00,08:40:00,668,34,,0,0, 
L011I01S1SAB,07:40:00,07:40:00,1,1,,0,0, 
L011I01S1SAB, , ,1078,2,,0,0, 
L011I01S1SAB, , ,623,3,,0,0, 
L011I01S1SAB, , ,249,4,,0,0, 
L011I01S1SAB, , ,250,5,,0,0, 
L011I01S1SAB, , ,251,6,,0,0, 
L011I01S1SAB,07:48:12,07:48:12,254,7,,0,0, 
L011I01S1SAB, , ,260,8,,0,0, 
L011I01S1SAB, , ,728,9,,0,0, 
L011I01S1SAB, , ,729,10,,0,0, 
L011I01S1SAB, , ,730,11,,0,0, 
L011I01S1SAB, , ,905,12,,0,0, 
L011I01S1SAB, , ,1066,13,,0,0, 
L011I01S1SAB,07:56:06,07:56:06,368,14,,0,0, 
L011I01S1SAB, , ,731,15,,0,0, 
L011I01S1SAB, , ,732,16,,0,0, 
L011I01S1SAB,08:01:47,08:01:47,262,17,,0,0, 
L011I01S1SAB, , ,263,18,,0,0, 
L011I01S1SAB, , ,1096,19,,0,0, 
L011I01S1SAB, , ,1097,20,,0,0, 
L011I01S1SAB, , ,1033,21,,0,0, 
L011I01S1SAB, , ,266,22,,0,0, 
L011I01S1SAB, , ,267,23,,0,0, 
L011I01S1SAB, , ,268,24,,0,0, 
L011I01S1SAB, , ,269,25,,0,0, 
L011I01S1SAB,08:11:55,08:11:55,795,26,,0,0, 
L011I01S1SAB, , ,607,27,,0,0, 
L011I01S1SAB, , ,666,28,,0,0, 
L011I01S1SAB, , ,619,29,,0,0, 
L011I01S1SAB, , ,1094,30,,0,0, 
L011I01S1SAB, , ,644,31,,0,0, 
L011I01S1SAB, , ,665,32,,0,0, 
L011I01S1SAB, , ,608,33,,0,0, 
L011I01S1SAB,08:20:00,08:20:00,668,34,,0,0, 
L011I01S2SAB,07:40:00,07:40:00,668,1,,0,0, 
L011I01S2SAB, , ,200,2,,0,0, 
L011I01S2SAB, , ,671,3,,0,0, 
L011I01S2SAB, , ,645,4,,0,0, 
L011I01S2SAB, , ,643,5,,0,0, 
L011I01S2SAB, , ,670,6,,0,0, 
L011I01S2SAB, , ,201,7,,0,0, 
L011I01S2SAB, , ,270,8,,0,0, 
L011I01S2SAB, , ,271,9,,0,0, 
L011I01S2SAB, , ,272,10,,0,0, 
L011I01S2SAB,07:49:47,07:49:47,273,11,,0,0, 
L011I01S2SAB, , ,274,12,,0,0, 
L011I01S2SAB, , ,275,13,,0,0, 
L011I01S2SAB, , ,276,14,,0,0, 
L011I01S2SAB, , ,1096,15,,0,0, 
L011I01S2SAB, , ,1097,16,,0,0, 
L011I01S2SAB, , ,304,17,,0,0, 
L011I01S2SAB, , ,257,18,,0,0, 
L011I01S2SAB,07:58:14,07:58:14,258,19,,0,0, 
L011I01S2SAB, , ,725,20,,0,0, 
L011I01S2SAB, , ,1085,21,,0,0, 
L011I01S2SAB, , ,279,22,,0,0, 
L011I01S2SAB, , ,735,23,,0,0, 
L011I01S2SAB,08:05:15,08:05:15,382,24,,0,0, 
L011I01S2SAB, , ,904,25,,0,0, 
L011I01S2SAB, , ,383,26,,0,0, 
L011I01S2SAB,08:09:39,08:09:39,611,27,,0,0, 
L011I01S2SAB, , ,612,28,,0,0, 
L011I01S2SAB, , ,736,29,,0,0, 
L011I01S2SAB, , ,737,30,,0,0, 
L011I01S2SAB,08:12:52,08:12:52,287,31,,0,0, 
L011I01S2SAB, , ,289,32,,0,0, 
L011I01S2SAB, , ,290,33,,0,0, 
L011I01S2SAB, , ,291,34,,0,0, 
L011I01S2SAB, , ,388,35,,0,0, 
L011I01S2SAB, , ,389,36,,0,0, 
L011I01S2SAB, , ,390,37,,0,0, 
L011I01S2SAB,08:20:00,08:20:00,1,38,,0,0, 
L012I01S1FES,07:00:00,07:00:00,1006,1,,0,0, 
L012I01S1FES, , ,1005,2,,0,0, 
L012I01S1FES, , ,412,3,,0,0, 
L012I01S1FES, , ,451,4,,0,0, 
L012I01S1FES, , ,452,5,,0,0, 
L012I01S1FES, , ,195,6,,0,0, 
L012I01S1FES,07:08:26,07:08:26,1078,7,,0,0, 
L012I01S1FES, , ,361,8,,0,0, 
L012I01S1FES, , ,362,9,,0,0, 
L012I01S1FES, , ,363,10,,0,0, 
L012I01S1FES, , ,364,11,,0,0, 
L012I01S1FES, , ,365,12,,0,0, 
L012I01S1FES, , ,385,13,,0,0, 
L012I01S1FES, , ,738,14,,0,0, 
L012I01S1FES, , ,739,15,,0,0, 
L012I01S1FES, , ,610,16,,0,0, 
L012I01S1FES, , ,611,17,,0,0, 
L012I01S1FES, , ,797,18,,0,0, 
L012I01S1FES, , ,905,19,,0,0, 
L012I01S1FES,07:21:42,07:21:42,1066,20,,0,0, 
L012I01S1FES, , ,368,21,,0,0, 
L012I01S1FES, , ,369,22,,0,0, 
L012I01S1FES, , ,370,23,,0,0, 
L012I01S1FES, , ,371,24,,0,0, 
L012I01S1FES, , ,372,25,,0,0, 
L012I01S1FES, , ,373,26,,0,0, 
L012I01S1FES, , ,374,27,,0,0, 
L012I01S1FES, , ,791,28,,0,0, 
L012I01S1FES, , ,792,29,,0,0, 
L012I01S1FES,07:29:16,07:29:16,775,30,,0,0, 
L012I01S1FES,07:31:00,07:35:00,790,31,,0,0, 
L012I01S2FES,07:00:00,07:00:00,790,1,,0,0, 
L012I01S2FES, , ,776,2,,0,0, 
L012I01S2FES, , ,742,3,,0,0, 
L012I01S2FES, , ,788,4,,0,0, 
L012I01S2FES, , ,376,5,,0,0, 
L012I01S2FES, , ,377,6,,0,0, 
L012I01S2FES, , ,378,7,,0,0, 
L012I01S2FES, , ,379,8,,0,0, 
L012I01S2FES, , ,380,9,,0,0, 
L012I01S2FES, , ,381,10,,0,0, 
L012I01S2FES,07:09:04,07:09:04,382,11,,0,0, 
L012I01S2FES, , ,904,12,,0,0, 
L012I01S2FES, , ,383,13,,0,0, 
L012I01S2FES, , ,615,14,,0,0, 
L012I01S2FES, , ,616,15,,0,0, 
L012I01S2FES, , ,740,16,,0,0, 
L012I01S2FES, , ,741,17,,0,0, 
L012I01S2FES, , ,386,18,,0,0, 
L012I01S2FES, , ,387,19,,0,0, 
L012I01S2FES, , ,388,20,,0,0, 
L012I01S2FES, , ,389,21,,0,0, 
L012I01S2FES,07:14:22,07:14:22,390,22,,0,0, 
L012I01S2FES, , ,799,23,,0,0, 
L012I01S2FES, , ,400,24,,0,0, 
L012I01S2FES, , ,99,25,,0,0, 
L012I01S2FES, , ,617,26,,0,0, 
L012I01S2FES, , ,410,27,,0,0, 
L012I01S2FES, , ,609,28,,0,0, 
L012I01S2FES,07:28:00,07:35:00,1006,29,,0,0, 
L012I01S2LAB,07:00:00,07:00:00,790,1,,0,0, 
L012I01S2LAB, , ,776,2,,0,0, 
L012I01S2LAB, , ,742,3,,0,0, 
L012I01S2LAB, , ,788,4,,0,0, 
L012I01S2LAB, , ,376,5,,0,0, 
L012I01S2LAB, , ,377,6,,0,0, 
L012I01S2LAB, , ,378,7,,0,0, 
L012I01S2LAB, , ,379,8,,0,0, 
L012I01S2LAB, , ,380,9,,0,0, 
L012I01S2LAB, , ,381,10,,0,0, 
L012I01S2LAB,07:11:21,07:11:21,382,11,,0,0, 
L012I01S2LAB, , ,904,12,,0,0, 
L012I01S2LAB, , ,383,13,,0,0, 
L012I01S2LAB, , ,615,14,,0,0, 
L012I01S2LAB, , ,616,15,,0,0, 
L012I01S2LAB, , ,740,16,,0,0, 
L012I01S2LAB, , ,741,17,,0,0, 
L012I01S2LAB, , ,386,18,,0,0, 
L012I01S2LAB, , ,387,19,,0,0, 
L012I01S2LAB, , ,388,20,,0,0, 
L012I01S2LAB, , ,389,21,,0,0, 
L012I01S2LAB,07:17:58,07:17:58,390,22,,0,0, 
L012I01S2LAB, , ,799,23,,0,0, 
L012I01S2LAB, , ,400,24,,0,0, 
L012I01S2LAB, , ,99,25,,0,0, 
L012I01S2LAB, , ,617,26,,0,0, 
L012I01S2LAB, , ,410,27,,0,0, 
L012I01S2LAB, , ,609,28,,0,0, 
L012I01S2LAB,07:35:00,07:40:00,1006,29,,0,0, 
L012I01S1LAB,07:00:00,07:00:00,1006,1,,0,0, 
L012I01S1LAB, , ,1005,2,,0,0, 
L012I01S1LAB, , ,412,3,,0,0, 
L012I01S1LAB, , ,451,4,,0,0, 
L012I01S1LAB, , ,452,5,,0,0, 
L012I01S1LAB, , ,195,6,,0,0, 
L012I01S1LAB,07:08:58,07:08:58,1078,7,,0,0, 
L012I01S1LAB, , ,361,8,,0,0, 
L012I01S1LAB, , ,362,9,,0,0, 
L012I01S1LAB, , ,363,10,,0,0, 
L012I01S1LAB, , ,364,11,,0,0, 
L012I01S1LAB, , ,365,12,,0,0, 
L012I01S1LAB, , ,385,13,,0,0, 
L012I01S1LAB, , ,738,14,,0,0, 
L012I01S1LAB, , ,739,15,,0,0, 
L012I01S1LAB, , ,610,16,,0,0, 
L012I01S1LAB, , ,611,17,,0,0, 
L012I01S1LAB, , ,797,18,,0,0, 
L012I01S1LAB, , ,905,19,,0,0, 
L012I01S1LAB,07:23:06,07:23:06,1066,20,,0,0, 
L012I01S1LAB, , ,368,21,,0,0, 
L012I01S1LAB, , ,369,22,,0,0, 
L012I01S1LAB, , ,370,23,,0,0, 
L012I01S1LAB, , ,371,24,,0,0, 
L012I01S1LAB, , ,372,25,,0,0, 
L012I01S1LAB, , ,373,26,,0,0, 
L012I01S1LAB, , ,374,27,,0,0, 
L012I01S1LAB, , ,791,28,,0,0, 
L012I01S1LAB, , ,792,29,,0,0, 
L012I01S1LAB,07:31:09,07:31:09,775,30,,0,0, 
L012I01S1LAB,07:33:00,07:40:00,790,31,,0,0, 
L012I01S1SAB,07:05:00,07:05:00,1006,1,,0,0, 
L012I01S1SAB, , ,1005,2,,0,0, 
L012I01S1SAB, , ,412,3,,0,0, 
L012I01S1SAB, , ,451,4,,0,0, 
L012I01S1SAB, , ,452,5,,0,0, 
L012I01S1SAB, , ,195,6,,0,0, 
L012I01S1SAB, , ,1078,7,,0,0, 
L012I01S1SAB, , ,361,8,,0,0, 
L012I01S1SAB, , ,362,9,,0,0, 
L012I01S1SAB, , ,363,10,,0,0, 
L012I01S1SAB, , ,364,11,,0,0, 
L012I01S1SAB, , ,365,12,,0,0, 
L012I01S1SAB, , ,385,13,,0,0, 
L012I01S1SAB, , ,738,14,,0,0, 
L012I01S1SAB, , ,739,15,,0,0, 
L012I01S1SAB, , ,610,16,,0,0, 
L012I01S1SAB, , ,611,17,,0,0, 
L012I01S1SAB, , ,797,18,,0,0, 
L012I01S1SAB, , ,905,19,,0,0, 
L012I01S1SAB, , ,1066,20,,0,0, 
L012I01S1SAB, , ,368,21,,0,0, 
L012I01S1SAB, , ,369,22,,0,0, 
L012I01S1SAB, , ,370,23,,0,0, 
L012I01S1SAB, , ,371,24,,0,0, 
L012I01S1SAB, , ,372,25,,0,0, 
L012I01S1SAB, , ,373,26,,0,0, 
L012I01S1SAB, , ,374,27,,0,0, 
L012I01S1SAB, , ,791,28,,0,0, 
L012I01S1SAB, , ,792,29,,0,0, 
L012I01S1SAB, , ,775,30,,0,0, 
L012I01S1SAB,07:39:00,07:45:00,790,31,,0,0, 
L012I01S2SAB,07:20:00,07:20:00,790,1,,0,0, 
L012I01S2SAB, , ,776,2,,0,0, 
L012I01S2SAB, , ,742,3,,0,0, 
L012I01S2SAB, , ,788,4,,0,0, 
L012I01S2SAB, , ,376,5,,0,0, 
L012I01S2SAB, , ,377,6,,0,0, 
L012I01S2SAB, , ,378,7,,0,0, 
L012I01S2SAB, , ,379,8,,0,0, 
L012I01S2SAB, , ,380,9,,0,0, 
L012I01S2SAB, , ,381,10,,0,0, 
L012I01S2SAB,07:29:43,07:29:43,382,11,,0,0, 
L012I01S2SAB, , ,904,12,,0,0, 
L012I01S2SAB, , ,383,13,,0,0, 
L012I01S2SAB, , ,615,14,,0,0, 
L012I01S2SAB, , ,616,15,,0,0, 
L012I01S2SAB, , ,740,16,,0,0, 
L012I01S2SAB, , ,741,17,,0,0, 
L012I01S2SAB, , ,386,18,,0,0, 
L012I01S2SAB, , ,387,19,,0,0, 
L012I01S2SAB, , ,388,20,,0,0, 
L012I01S2SAB, , ,389,21,,0,0, 
L012I01S2SAB,07:35:24,07:35:24,390,22,,0,0, 
L012I01S2SAB, , ,799,23,,0,0, 
L012I01S2SAB, , ,400,24,,0,0, 
L012I01S2SAB, , ,99,25,,0,0, 
L012I01S2SAB, , ,617,26,,0,0, 
L012I01S2SAB, , ,410,27,,0,0, 
L012I01S2SAB, , ,609,28,,0,0, 
L012I01S2SAB,07:50:00,07:55:00,1006,29,,0,0, 
L014I01S1LAB,07:00:00,07:00:00,559,1,,0,0, 
L014I01S1LAB, , ,111,2,,0,0, 
L014I01S1LAB, , ,799,3,,0,0, 
L014I01S1LAB, , ,406,4,,0,0, 
L014I01S1LAB, , ,407,5,,0,0, 
L014I01S1LAB, , ,408,6,,0,0, 
L014I01S1LAB, , ,414,7,,0,0, 
L014I01S1LAB, , ,415,8,,0,0, 
L014I01S1LAB, , ,814,9,,0,0, 
L014I01S1LAB, , ,875,10,,0,0, 
L014I01S1LAB, , ,849,11,,0,0, 
L014I01S1LAB, , ,805,12,,0,0, 
L014I01S1LAB, , ,812,13,,0,0, 
L014I01S1LAB, , ,815,14,,0,0, 
L014I01S1LAB, , ,816,15,,0,0, 
L014I01S1LAB, , ,817,16,,0,0, 
L014I01S1LAB,07:25:12,07:25:12,818,17,,0,0, 
