trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
L001I01S1FES,21:15:00,21:15:00,547,1,,0,0, 
L001I01S1FES,21:16:51,21:16:51,566,2,,0,0, 
L001I01S1FES,21:26:33,21:26:33,449,3,,0,0, 
L001I01S1FES, , ,450,4,,0,0, 
L001I01S1FES, , ,451,5,,0,0, 
L001I01S1FES, , ,452,6,,0,0, 
L001I01S1FES, , ,422,7,,0,0, 
L001I01S1FES,21:32:45,21:32:45,2,8,,0,0, 
L001I01S1FES, , ,492,9,,0,0, 
L001I01S1FES, , ,127,10,,0,0, 
L001I01S1FES, , ,19,11,,0,0, 
L001I01S1FES,21:39:52,21:39:52,20,12,,0,0, 
L001I01S1FES, , ,569,13,,0,0, 
L001I01S1FES, , ,8,14,,0,0, 
L001I01S1FES, , ,9,15,,0,0, 
L001I01S1FES, , ,10,16,,0,0, 
L001I01S1FES, , ,11,17,,0,0, 
L001I01S1FES, , ,12,18,,0,0, 
L001I01S1FES,21:47:48,21:47:48,14,19,,0,0, 
L001I01S1FES, , ,15,20,,0,0, 
L001I01S1FES,21:53:13,21:53:13,16,21,,0,0, 
L001I01S1FES, , ,17,22,,0,0, 
L001I01S1FES,21:55:00,22:00:00,18,23,,0,0, 
L001I01S2FES,21:00:00,21:00:00,18,1,,0,0, 
L001I01S2FES, , ,23,2,,0,0, 
L001I01S2FES, , ,25,3,,0,0, 
L001I01S2FES, , ,1127,4,,0,0, 
L001I01S2FES,21:05:36,21:05:36,26,5,,0,0, 
L001I01S2FES, , ,27,6,,0,0, 
L001I01S2FES, , ,28,7,,0,0, 
L001I01S2FES, , ,29,8,,0,0, 
L001I01S2FES, , ,30,9,,0,0, 
L001I01S2FES, , ,31,10,,0,0, 
L001I01S2FES,21:12:47,21:12:47,129,11,,0,0, 
L001I01S2FES,21:14:27,21:14:27,203,12,,0,0, 
L001I01S2FES, , ,205,13,,0,0, 
L001I01S2FES, , ,981,14,,0,0, 
L001I01S2FES,21:20:00,21:20:00,598,15,,0,0, 
L001I01S2FES, , ,456,16,,0,0, 
L001I01S2FES, , ,457,17,,0,0, 
L001I01S2FES, , ,458,18,,0,0, 
L001I01S2FES,21:25:36,21:25:36,459,19,,0,0, 
L001I01S2FES,21:38:20,21:38:20,546,20,,0,0, 
L001I01S2FES,21:40:00,21:45:00,547,21,,0,0, 
L001I01S2LAB,21:00:00,21:00:00,18,1,,0,0, 
L001I01S2LAB, , ,23,2,,0,0, 
L001I01S2LAB, , ,25,3,,0,0, 
L001I01S2LAB, , ,1127,4,,0,0, 
L001I01S2LAB,21:05:36,21:05:36,26,5,,0,0, 
L001I01S2LAB, , ,27,6,,0,0, 
L001I01S2LAB, , ,28,7,,0,0, 
L001I01S2LAB, , ,29,8,,0,0, 
L001I01S2LAB, , ,30,9,,0,0, 
L001I01S2LAB, , ,31,10,,0,0, 
L001I01S2LAB,21:12:47,21:12:47,129,11,,0,0, 
L001I01S2LAB,21:14:27,21:14:27,203,12,,0,0, 
L001I01S2LAB, , ,205,13,,0,0, 
L001I01S2LAB, , ,981,14,,0,0, 
L001I01S2LAB,21:20:00,21:20:00,598,15,,0,0, 
L001I01S2LAB, , ,456,16,,0,0, 
L001I01S2LAB, , ,457,17,,0,0, 
L001I01S2LAB, , ,458,18,,0,0, 
L001I01S2LAB,21:25:36,21:25:36,459,19,,0,0, 
L001I01S2LAB,21:38:20,21:38:20,546,20,,0,0, 
L001I01S2LAB,21:40:00,21:45:00,547,21,,0,0, 
L001I01S1LAB,21:15:00,21:15:00,547,1,,0,0, 
L001I01S1LAB,21:16:51,21:16:51,566,2,,0,0, 
L001I01S1LAB,21:26:33,21:26:33,449,3,,0,0, 
L001I01S1LAB, , ,450,4,,0,0, 
L001I01S1LAB, , ,451,5,,0,0, 
L001I01S1LAB, , ,452,6,,0,0, 
L001I01S1LAB, , ,422,7,,0,0, 
L001I01S1LAB,21:32:45,21:32:45,2,8,,0,0, 
L001I01S1LAB, , ,492,9,,0,0, 
L001I01S1LAB, , ,127,10,,0,0, 
L001I01S1LAB, , ,19,11,,0,0, 
L001I01S1LAB,21:39:52,21:39:52,20,12,,0,0, 
L001I01S1LAB, , ,569,13,,0,0, 
L001I01S1LAB, , ,8,14,,0,0, 
L001I01S1LAB, , ,9,15,,0,0, 
L001I01S1LAB, , ,10,16,,0,0, 
L001I01S1LAB, , ,11,17,,0,0, 
L001I01S1LAB, , ,12,18,,0,0, 
L001I01S1LAB,21:47:48,21:47:48,14,19,,0,0, 
L001I01S1LAB, , ,15,20,,0,0, 
L001I01S1LAB,21:53:13,21:53:13,16,21,,0,0, 
L001I01S1LAB, , ,17,22,,0,0, 
L001I01S1LAB,21:55:00,22:00:00,18,23,,0,0, 
L001I01S1SAB,21:15:00,21:15:00,547,1,,0,0, 
L001I01S1SAB,21:16:51,21:16:51,566,2,,0,0, 
L001I01S1SAB,21:26:33,21:26:33,449,3,,0,0, 
L001I01S1SAB, , ,450,4,,0,0, 
L001I01S1SAB, , ,451,5,,0,0, 
L001I01S1SAB, , ,452,6,,0,0, 
L001I01S1SAB, , ,422,7,,0,0, 
L001I01S1SAB,21:32:45,21:32:45,2,8,,0,0, 
L001I01S1SAB, , ,492,9,,0,0, 
L001I01S1SAB, , ,127,10,,0,0, 
L001I01S1SAB, , ,19,11,,0,0, 
L001I01S1SAB,21:39:52,21:39:52,20,12,,0,0, 
L001I01S1SAB, , ,569,13,,0,0, 
L001I01S1SAB, , ,8,14,,0,0, 
L001I01S1SAB, , ,9,15,,0,0, 
L001I01S1SAB, , ,10,16,,0,0, 
L001I01S1SAB, , ,11,17,,0,0, 
L001I01S1SAB, , ,12,18,,0,0, 
L001I01S1SAB,21:47:48,21:47:48,14,19,,0,0, 
L001I01S1SAB, , ,15,20,,0,0, 
L001I01S1SAB,21:53:13,21:53:13,16,21,,0,0, 
L001I01S1SAB, , ,17,22,,0,0, 
L001I01S1SAB,21:55:00,22:00:00,18,23,,0,0, 
L001I01S2SAB,21:00:00,21:00:00,18,1,,0,0, 
L001I01S2SAB, , ,23,2,,0,0, 
L001I01S2SAB, , ,25,3,,0,0, 
L001I01S2SAB, , ,1127,4,,0,0, 
L001I01S2SAB,21:05:36,21:05:36,26,5,,0,0, 
L001I01S2SAB, , ,27,6,,0,0, 
L001I01S2SAB, , ,28,7,,0,0, 
L001I01S2SAB, , ,29,8,,0,0, 
L001I01S2SAB, , ,30,9,,0,0, 
L001I01S2SAB, , ,31,10,,0,0, 
L001I01S2SAB,21:12:47,21:12:47,129,11,,0,0, 
L001I01S2SAB,21:14:27,21:14:27,203,12,,0,0, 
L001I01S2SAB, , ,205,13,,0,0, 
L001I01S2SAB, , ,981,14,,0,0, 
L001I01S2SAB,21:20:00,21:20:00,598,15,,0,0, 
L001I01S2SAB, , ,456,16,,0,0, 
L001I01S2SAB, , ,457,17,,0,0, 
L001I01S2SAB, , ,458,18,,0,0, 
L001I01S2SAB,21:25:36,21:25:36,459,19,,0,0, 
L001I01S2SAB,21:38:20,21:38:20,546,20,,0,0, 
L001I01S2SAB,21:40:00,21:45:00,547,21,,0,0, 
L001I02S1LAB,17:57:00,17:57:00,547,1,,0,0, 
L001I02S1LAB,17:58:57,17:58:57,566,2,,0,0, 
L001I02S1LAB,18:00:00,18:00:00,1136,3,,0,0, 
L001I02S1LAB,18:09:08,18:09:08,449,4,,0,0, 
L001I02S1LAB, , ,450,5,,0,0, 
L001I02S1LAB, , ,451,6,,0,0, 
L001I02S1LAB, , ,452,7,,0,0, 
L001I02S1LAB, , ,422,8,,0,0, 
L001I02S1LAB,18:15:38,18:15:38,2,9,,0,0, 
L001I02S1LAB, , ,492,10,,0,0, 
L001I02S1LAB, , ,127,11,,0,0, 
L001I02S1LAB, , ,19,12,,0,0, 
L001I02S1LAB,18:23:07,18:23:07,20,13,,0,0, 
L001I02S1LAB, , ,569,14,,0,0, 
L001I02S1LAB, , ,8,15,,0,0, 
L001I02S1LAB, , ,9,16,,0,0, 
L001I02S1LAB, , ,10,17,,0,0, 
L001I02S1LAB, , ,11,18,,0,0, 
L001I02S1LAB, , ,12,19,,0,0, 
L001I02S1LAB,18:31:26,18:31:26,14,20,,0,0, 
L001I02S1LAB, , ,15,21,,0,0, 
L001I02S1LAB,18:37:08,18:37:08,16,22,,0,0, 
L001I02S1LAB, , ,17,23,,0,0, 
L001I02S1LAB,18:39:00,18:42:00,18,24,,0,0, 
L001I02S2LAB,18:42:00,18:42:00,18,1,,0,0, 
L001I02S2LAB, , ,23,2,,0,0, 
L001I02S2LAB, , ,25,3,,0,0, 
L001I02S2LAB, , ,1127,4,,0,0, 
L001I02S2LAB,18:48:26,18:48:26,26,5,,0,0, 
L001I02S2LAB, , ,27,6,,0,0, 
L001I02S2LAB, , ,28,7,,0,0, 
L001I02S2LAB, , ,29,8,,0,0, 
L001I02S2LAB, , ,30,9,,0,0, 
L001I02S2LAB, , ,31,10,,0,0, 
L001I02S2LAB,18:56:42,18:56:42,129,11,,0,0, 
L001I02S2LAB,18:58:37,18:58:37,203,12,,0,0, 
L001I02S2LAB, , ,205,13,,0,0, 
L001I02S2LAB, , ,981,14,,0,0, 
L001I02S2LAB,19:05:00,19:05:00,598,15,,0,0, 
L001I02S2LAB, , ,456,16,,0,0, 
L001I02S2LAB, , ,457,17,,0,0, 
L001I02S2LAB, , ,458,18,,0,0, 
L001I02S2LAB,19:11:26,19:11:26,459,19,,0,0, 
L001I02S2LAB,19:26:06,19:26:06,546,20,,0,0, 
L001I02S2LAB,19:28:00,19:37:00,547,21,,0,0, 
L001I03S1LAB,06:57:00,06:57:00,547,1,,0,0, 
L001I03S1LAB,06:58:46,06:58:46,566,2,,0,0, 
L001I03S1LAB,07:07:58,07:07:58,449,3,,0,0, 
L001I03S1LAB, , ,450,4,,0,0, 
L001I03S1LAB, , ,451,5,,0,0, 
L001I03S1LAB, , ,452,6,,0,0, 
L001I03S1LAB, , ,422,7,,0,0, 
L001I03S1LAB,07:13:52,07:13:52,2,8,,0,0, 
L001I03S1LAB, , ,492,9,,0,0, 
L001I03S1LAB, , ,127,10,,0,0, 
L001I03S1LAB, , ,19,11,,0,0, 
L001I03S1LAB,07:20:38,07:20:38,20,12,,0,0, 
L001I03S1LAB, , ,569,13,,0,0, 
L001I03S1LAB, , ,8,14,,0,0, 
L001I03S1LAB, , ,9,15,,0,0, 
L001I03S1LAB, , ,10,16,,0,0, 
L001I03S1LAB, , ,11,17,,0,0, 
L001I03S1LAB, , ,12,18,,0,0, 
L001I03S1LAB,07:28:09,07:28:09,14,19,,0,0, 
L001I03S1LAB, , ,15,20,,0,0, 
L001I03S1LAB,07:33:18,07:33:18,16,21,,0,0, 
L001I03S1LAB, , ,17,22,,0,0, 
L001I03S1LAB,07:35:00,07:42:00,18,23,,0,0, 
L001I03S2LAB,07:42:00,07:42:00,18,1,,0,0, 
L001I03S2LAB, , ,23,2,,0,0, 
L001I03S2LAB, , ,25,3,,0,0, 
L001I03S2LAB, , ,1127,4,,0,0, 
L001I03S2LAB,07:48:26,07:48:26,26,5,,0,0, 
L001I03S2LAB, , ,27,6,,0,0, 
L001I03S2LAB, , ,28,7,,0,0, 
L001I03S2LAB, , ,29,8,,0,0, 
L001I03S2LAB, , ,30,9,,0,0, 
L001I03S2LAB, , ,31,10,,0,0, 
L001I03S2LAB,07:56:42,07:56:42,129,11,,0,0, 
L001I03S2LAB,07:58:37,07:58:37,203,12,,0,0, 
L001I03S2LAB, , ,205,13,,0,0, 
L001I03S2LAB, , ,981,14,,0,0, 
L001I03S2LAB,08:05:00,08:05:00,598,15,,0,0, 
L001I03S2LAB, , ,456,16,,0,0, 
L001I03S2LAB, , ,457,17,,0,0, 
L001I03S2LAB, , ,458,18,,0,0, 
L001I03S2LAB,08:11:26,08:11:26,459,19,,0,0, 
L001I03S2LAB,08:23:00,08:23:00,1135,20,,0,0, 
L001I03S2LAB,08:26:06,08:26:06,546,21,,0,0, 
L001I03S2LAB,08:28:00,08:36:00,547,22,,0,0, 
L001I03S1SAB,06:57:00,06:57:00,547,1,,0,0, 
L001I03S1SAB,06:58:46,06:58:46,566,2,,0,0, 
L001I03S1SAB,07:07:58,07:07:58,449,3,,0,0, 
L001I03S1SAB, , ,450,4,,0,0, 
L001I03S1SAB, , ,451,5,,0,0, 
L001I03S1SAB, , ,452,6,,0,0, 
L001I03S1SAB, , ,422,7,,0,0, 
L001I03S1SAB,07:13:52,07:13:52,2,8,,0,0, 
L001I03S1SAB, , ,492,9,,0,0, 
L001I03S1SAB, , ,127,10,,0,0, 
L001I03S1SAB, , ,19,11,,0,0, 
L001I03S1SAB,07:20:38,07:20:38,20,12,,0,0, 
L001I03S1SAB, , ,569,13,,0,0, 
L001I03S1SAB, , ,8,14,,0,0, 
L001I03S1SAB, , ,9,15,,0,0, 
L001I03S1SAB, , ,10,16,,0,0, 
L001I03S1SAB, , ,11,17,,0,0, 
L001I03S1SAB, , ,12,18,,0,0, 
L001I03S1SAB,07:28:09,07:28:09,14,19,,0,0, 
L001I03S1SAB, , ,15,20,,0,0, 
L001I03S1SAB,07:33:18,07:33:18,16,21,,0,0, 
L001I03S1SAB, , ,17,22,,0,0, 
L001I03S1SAB,07:35:00,07:42:00,18,23,,0,0, 
L001I03S2SAB,07:42:00,07:42:00,18,1,,0,0, 
L001I03S2SAB, , ,23,2,,0,0, 
L001I03S2SAB, , ,25,3,,0,0, 
L001I03S2SAB, , ,1127,4,,0,0, 
L001I03S2SAB,07:48:26,07:48:26,26,5,,0,0, 
L001I03S2SAB, , ,27,6,,0,0, 
L001I03S2SAB, , ,28,7,,0,0, 
L001I03S2SAB, , ,29,8,,0,0, 
L001I03S2SAB, , ,30,9,,0,0, 
L001I03S2SAB, , ,31,10,,0,0, 
L001I03S2SAB,07:56:42,07:56:42,129,11,,0,0, 
L001I03S2SAB,07:58:37,07:58:37,203,12,,0,0, 
L001I03S2SAB, , ,205,13,,0,0, 
L001I03S2SAB, , ,981,14,,0,0, 
L001I03S2SAB,08:05:00,08:05:00,598,15,,0,0, 
L001I03S2SAB, , ,456,16,,0,0, 
L001I03S2SAB, , ,457,17,,0,0, 
L001I03S2SAB, , ,458,18,,0,0, 
L001I03S2SAB,08:11:26,08:11:26,459,19,,0,0, 
L001I03S2SAB,08:23:00,08:23:00,1135,20,,0,0, 
L001I03S2SAB,08:26:06,08:26:06,546,21,,0,0, 
L001I03S2SAB,08:28:00,08:36:00,547,22,,0,0, 
L002I01S1LAB,07:45:00,07:45:00,1117,1,,0,0, 
L002I01S1LAB, , ,358,3,,0,0, 
L002I01S1LAB, , ,19,4,,0,0, 
L002I01S1LAB, , ,104,5,,0,0, 
L002I01S1LAB, , ,985,6,,0,0, 
L002I01S1LAB, , ,986,7,,0,0, 
L002I01S1LAB, , ,662,8,,0,0, 
L002I01S1LAB, , ,663,9,,0,0, 
L002I01S1LAB, , ,664,10,,0,0, 
L002I01S1LAB, , ,983,11,,0,0, 
L002I01S1LAB,08:00:00,08:00:00,452,12,,0,0, 
L002I01S1LAB, , ,195,14,,0,0, 
L002I01S1LAB, , ,295,15,,0,0, 
L002I01S1LAB, , ,3,16,,0,0, 
L002I01S1LAB, , ,494,17,,0,0, 
L002I01S1LAB, , ,1116,18,,0,0, 
L002I01S1LAB,08:15:00,08:15:00,1117,19,,0,0, 
L002I01S1SAB,07:15:00,07:15:00,1117,1,,0,0, 
L002I01S1SAB, , ,358,3,,0,0, 
L002I01S1SAB, , ,19,4,,0,0, 
L002I01S1SAB, , ,104,5,,0,0, 
L002I01S1SAB, , ,985,6,,0,0, 
L002I01S1SAB, , ,986,7,,0,0, 
L002I01S1SAB, , ,662,8,,0,0, 
L002I01S1SAB, , ,663,9,,0,0, 
L002I01S1SAB, , ,664,10,,0,0, 
L002I01S1SAB, , ,983,11,,0,0, 
L002I01S1SAB,07:27:00,07:27:00,452,12,,0,0, 
L002I01S1SAB, , ,195,14,,0,0, 
L002I01S1SAB, , ,295,15,,0,0, 
L002I01S1SAB, , ,3,16,,0,0, 
L002I01S1SAB, , ,494,17,,0,0, 
L002I01S1SAB, , ,1116,18,,0,0, 
L002I01S1SAB,07:45:00,07:45:00,1117,19,,0,0, 
L003I01S2FES,08:47:00,08:47:00,93,1,,0,0, 
L003I01S2FES, , ,109,2,,0,0, 
L003I01S2FES, , ,112,3,,0,0, 
L003I01S2FES, , ,128,4,,0,0, 
L003I01S2FES, , ,138,5,,0,0, 
L003I01S2FES, , ,145,6,,0,0, 
L003I01S2FES, , ,86,7,,0,0, 
L003I01S2FES, , ,87,8,,0,0, 
L003I01S2FES, , ,784,9,,0,0, 
L003I01S2FES, , ,89,10,,0,0, 
L003I01S2FES, , ,90,11,,0,0, 
L003I01S2FES, , ,91,12,,0,0, 
L003I01S2FES, , ,92,13,,0,0, 
L003I01S2FES,09:03:12,09:03:12,94,14,,0,0, 
L003I01S2FES, , ,81,15,,0,0, 
L003I01S2FES, , ,95,16,,0,0, 
L003I01S2FES, , ,96,17,,0,0, 
L003I01S2FES, , ,97,18,,0,0, 
L003I01S2FES, , ,98,19,,0,0, 
L003I01S2FES, , ,100,20,,0,0, 
L003I01S2FES, , ,101,21,,0,0, 
L003I01S2FES,09:13:24,09:13:24,102,22,,0,0, 
L003I01S2FES, , ,103,23,,0,0, 
L003I01S2FES, , ,104,24,,0,0, 
L003I01S2FES, , ,105,25,,0,0, 
L003I01S2FES, , ,106,26,,0,0, 
L003I01S2FES, , ,107,27,,0,0, 
L003I01S2FES, , ,108,28,,0,0, 
L003I01S2FES, , ,981,29,,0,0, 
L003I01S2FES, , ,110,30,,0,0, 
L003I01S2FES, , ,111,31,,0,0, 
L003I01S2FES,09:31:24,09:31:24,113,32,,0,0, 
L003I01S2FES, , ,114,33,,0,0, 
L003I01S2FES, , ,115,34,,0,0, 
L003I01S2FES, , ,116,35,,0,0, 
L003I01S2FES, , ,117,36,,0,0, 
L003I01S2FES, , ,118,37,,0,0, 
L003I01S2FES, , ,119,38,,0,0, 
L003I01S2FES, , ,120,39,,0,0, 
L003I01S2FES, , ,121,40,,0,0, 
L003I01S2FES, , ,122,41,,0,0, 
L003I01S2FES, , ,123,42,,0,0, 
L003I01S2FES, , ,124,43,,0,0, 
L003I01S2FES, , ,125,44,,0,0, 
L003I01S2FES,09:45:48,09:45:48,126,45,,0,0, 
L003I01S2FES,09:47:00,09:57:00,34,46,,0,0, 
L003I01S1FES,07:45:00,07:45:00,34,1,,0,0, 
L003I01S1FES, , ,35,2,,0,0, 
L003I01S1FES, , ,36,3,,0,0, 
L003I01S1FES, , ,37,4,,0,0, 
L003I01S1FES, , ,38,5,,0,0, 
L003I01S1FES, , ,13,6,,0,0, 
L003I01S1FES, , ,39,7,,0,0, 
L003I01S1FES, , ,40,8,,0,0, 
L003I01S1FES, , ,41,9,,0,0, 
L003I01S1FES, , ,42,10,,0,0, 
L003I01S1FES, , ,43,11,,0,0, 
L003I01S1FES, , ,44,12,,0,0, 
L003I01S1FES, , ,45,13,,0,0, 
L003I01S1FES, , ,46,14,,0,0, 
L003I01S1FES, , ,47,15,,0,0, 
L003I01S1FES,08:03:01,08:03:01,49,16,,0,0, 
L003I01S1FES, , ,219,17,,0,0, 
L003I01S1FES, , ,3,18,,0,0, 
L003I01S1FES, , ,50,19,,0,0, 
L003I01S1FES, , ,51,20,,0,0, 
L003I01S1FES, , ,52,21,,0,0, 
L003I01S1FES, , ,53,22,,0,0, 
L003I01S1FES, , ,54,23,,0,0, 
L003I01S1FES, , ,55,24,,0,0, 
L003I01S1FES, , ,56,25,,0,0, 
L003I01S1FES,08:18:55,08:18:55,57,26,,0,0, 
L003I01S1FES, , ,58,27,,0,0, 
L003I01S1FES, , ,59,28,,0,0, 
L003I01S1FES, , ,60,29,,0,0, 
L003I01S1FES, , ,61,30,,0,0, 
L003I01S1FES, , ,62,31,,0,0, 
L003I01S1FES, , ,63,32,,0,0, 
L003I01S1FES, , ,64,33,,0,0, 
L003I01S1FES, , ,82,34,,0,0, 
L003I01S1FES,08:24:06,08:24:06,65,35,,0,0, 
L003I01S1FES, , ,66,36,,0,0, 
L003I01S1FES, , ,67,37,,0,0, 
L003I01S1FES, , ,69,38,,0,0, 
L003I01S1FES, , ,71,39,,0,0, 
L003I01S1FES, , ,787,40,,0,0, 
L003I01S1FES, , ,73,41,,0,0, 
L003I01S1FES, , ,75,42,,0,0, 
L003I01S1FES,08:33:13,08:33:13,76,43,,0,0, 
L003I01S1FES, , ,77,44,,0,0, 
L003I01S1FES, , ,78,45,,0,0, 
L003I01S1FES, , ,79,46,,0,0, 
L003I01S1FES,08:37:28,08:37:28,85,47,,0,0, 
L003I01S1FES,08:38:00,08:47:00,93,48,,0,0, 
L003I01S1LAB,08:00:00,08:00:00,34,1,,0,0, 
L003I01S1LAB, , ,35,2,,0,0, 
L003I01S1LAB, , ,36,3,,0,0, 
L003I01S1LAB, , ,37,4,,0,0, 
L003I01S1LAB, , ,38,5,,0,0, 
L003I01S1LAB, , ,13,6,,0,0, 
L003I01S1LAB, , ,39,7,,0,0, 
L003I01S1LAB, , ,40,8,,0,0, 
L003I01S1LAB, , ,41,9,,0,0, 
L003I01S1LAB, , ,42,10,,0,0, 
L003I01S1LAB, , ,43,11,,0,0, 
L003I01S1LAB, , ,44,12,,0,0, 
L003I01S1LAB, , ,45,13,,0,0, 
L003I01S1LAB, , ,46,14,,0,0, 
L003I01S1LAB, , ,47,15,,0,0, 
L003I01S1LAB,08:22:06,08:22:06,49,16,,0,0, 
L003I01S1LAB, , ,219,17,,0,0, 
L003I01S1LAB, , ,3,18,,0,0, 
L003I01S1LAB, , ,50,19,,0,0, 
L003I01S1LAB, , ,51,20,,0,0, 
L003I01S1LAB, , ,52,21,,0,0, 
L003I01S1LAB, , ,53,22,,0,0, 
L003I01S1LAB, , ,54,23,,0,0, 
L003I01S1LAB, , ,55,24,,0,0, 
L003I01S1LAB, , ,56,25,,0,0, 
L003I01S1LAB,08:41:36,08:41:36,57,26,,0,0, 
L003I01S1LAB, , ,58,27,,0,0, 
L003I01S1LAB, , ,59,28,,0,0, 
L003I01S1LAB, , ,60,29,,0,0, 
L003I01S1LAB, , ,61,30,,0,0, 
L003I01S1LAB, , ,62,31,,0,0, 
L003I01S1LAB, , ,63,32,,0,0, 
L003I01S1LAB, , ,64,33,,0,0, 
L003I01S1LAB, , ,82,34,,0,0, 
L003I01S1LAB,08:47:58,08:47:58,65,35,,0,0, 
L003I01S1LAB, , ,66,36,,0,0, 
L003I01S1LAB, , ,67,37,,0,0, 
L003I01S1LAB, , ,69,38,,0,0, 
L003I01S1LAB, , ,71,39,,0,0, 
L003I01S1LAB, , ,787,40,,0,0, 
L003I01S1LAB, , ,73,41,,0,0, 
L003I01S1LAB, , ,75,42,,0,0, 
L003I01S1LAB,08:59:09,08:59:09,76,43,,0,0, 
L003I01S1LAB, , ,77,44,,0,0, 
L003I01S1LAB, , ,78,45,,0,0, 
L003I01S1LAB, , ,79,46,,0,0, 
L003I01S1LAB,09:04:21,09:04:21,85,47,,0,0, 
L003I01S1LAB,09:05:00,09:14:00,93,48,,0,0, 
L003I01S2LAB,12:03:00,12:03:00,93,1,,0,0, 
L003I01S2LAB, , ,109,2,,0,0, 
L003I01S2LAB, , ,112,3,,0,0, 
L003I01S2LAB, , ,128,4,,0,0, 
L003I01S2LAB, , ,138,5,,0,0, 
L003I01S2LAB, , ,145,6,,0,0, 
L003I01S2LAB, , ,86,7,,0,0, 
L003I01S2LAB, , ,87,8,,0,0, 
L003I01S2LAB, , ,784,9,,0,0, 
L003I01S2LAB, , ,89,10,,0,0, 
L003I01S2LAB, , ,90,11,,0,0, 
L003I01S2LAB, , ,91,12,,0,0, 
L003I01S2LAB, , ,92,13,,0,0, 
L003I01S2LAB,12:21:37,12:21:37,94,14,,0,0, 
L003I01S2LAB, , ,81,15,,0,0, 
L003I01S2LAB, , ,95,16,,0,0, 
L003I01S2LAB, , ,96,17,,0,0, 
L003I01S2LAB, , ,97,18,,0,0, 
L003I01S2LAB, , ,98,19,,0,0, 
L003I01S2LAB, , ,100,20,,0,0, 
L003I01S2LAB, , ,101,21,,0,0, 
L003I01S2LAB,12:33:21,12:33:21,102,22,,0,0, 
L003I01S2LAB, , ,103,23,,0,0, 
L003I01S2LAB, , ,104,24,,0,0, 
L003I01S2LAB, , ,105,25,,0,0, 
L003I01S2LAB, , ,106,26,,0,0, 
L003I01S2LAB, , ,107,27,,0,0, 
L003I01S2LAB, , ,108,28,,0,0, 
L003I01S2LAB, , ,981,29,,0,0, 
L003I01S2LAB, , ,110,30,,0,0, 
L003I01S2LAB, , ,111,31,,0,0, 
L003I01S2LAB,12:54:03,12:54:03,113,32,,0,0, 
L003I01S2LAB, , ,114,33,,0,0, 
L003I01S2LAB, , ,115,34,,0,0, 
L003I01S2LAB, , ,116,35,,0,0, 
L003I01S2LAB, , ,117,36,,0,0, 
L003I01S2LAB, , ,118,37,,0,0, 
L003I01S2LAB, , ,119,38,,0,0, 
L003I01S2LAB, , ,120,39,,0,0, 
L003I01S2LAB, , ,121,40,,0,0, 
L003I01S2LAB, , ,122,41,,0,0, 
L003I01S2LAB, , ,123,42,,0,0, 
L003I01S2LAB, , ,124,43,,0,0, 
L003I01S2LAB, , ,125,44,,0,0, 
L003I01S2LAB,13:10:37,13:10:37,126,45,,0,0, 
L003I01S2LAB,13:12:00,13:17:00,34,46,,0,0, 
L003I01S2SAB,16:41:00,16:41:00,93,1,,0,0, 
L003I01S2SAB, , ,109,2,,0,0, 
L003I01S2SAB, , ,112,3,,0,0, 
L003I01S2SAB, , ,128,4,,0,0, 
L003I01S2SAB, , ,138,5,,0,0, 
L003I01S2SAB, , ,145,6,,0,0, 
L003I01S2SAB, , ,86,7,,0,0, 
L003I01S2SAB, , ,87,8,,0,0, 
L003I01S2SAB, , ,784,9,,0,0, 
L003I01S2SAB, , ,89,10,,0,0, 
L003I01S2SAB, , ,90,11,,0,0, 
L003I01S2SAB, , ,91,12,,0,0, 
L003I01S2SAB, , ,92,13,,0,0, 
L003I01S2SAB,16:58:49,16:58:49,94,14,,0,0, 
L003I01S2SAB, , ,81,15,,0,0, 
L003I01S2SAB, , ,95,16,,0,0, 
L003I01S2SAB, , ,96,17,,0,0, 
L003I01S2SAB, , ,97,18,,0,0, 
L003I01S2SAB, , ,98,19,,0,0, 
L003I01S2SAB, , ,100,20,,0,0, 
L003I01S2SAB, , ,101,21,,0,0, 
L003I01S2SAB,17:10:02,17:10:02,102,22,,0,0, 
L003I01S2SAB, , ,103,23,,0,0, 
L003I01S2SAB, , ,104,24,,0,0, 
L003I01S2SAB, , ,105,25,,0,0, 
L003I01S2SAB, , ,106,26,,0,0, 
L003I01S2SAB, , ,107,27,,0,0, 
L003I01S2SAB, , ,108,28,,0,0, 
L003I01S2SAB, , ,981,29,,0,0, 
L003I01S2SAB, , ,110,30,,0,0, 
L003I01S2SAB, , ,111,31,,0,0, 
L003I01S2SAB,17:29:50,17:29:50,113,32,,0,0, 
L003I01S2SAB, , ,114,33,,0,0, 
L003I01S2SAB, , ,115,34,,0,0, 
L003I01S2SAB, , ,116,35,,0,0, 
L003I01S2SAB, , ,117,36,,0,0, 
L003I01S2SAB, , ,118,37,,0,0, 
L003I01S2SAB, , ,119,38,,0,0, 
L003I01S2SAB, , ,120,39,,0,0, 
L003I01S2SAB, , ,121,40,,0,0, 
L003I01S2SAB, , ,122,41,,0,0, 
L003I01S2SAB, , ,123,42,,0,0, 
L003I01S2SAB, , ,124,43,,0,0, 
L003I01S2SAB, , ,125,44,,0,0, 
L003I01S2SAB,17:45:40,17:45:40,126,45,,0,0, 
